county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Troup,,United States Senator,,R,DAVID A. PERDUE,9366,481,6067,2804,14
Troup,HOLLIS HAND,United States Senator,,R,DAVID A. PERDUE,1340,99,641,599,1
Troup,ADMINISTRATION BLDG,United States Senator,,R,DAVID A. PERDUE,315,37,177,101,0
Troup,HAMMETT RD,United States Senator,,R,DAVID A. PERDUE,575,46,338,191,0
Troup,GRIGGS CENTER,United States Senator,,R,DAVID A. PERDUE,29,5,12,12,0
Troup,WEST POINT,United States Senator,,R,DAVID A. PERDUE,215,9,180,26,0
Troup,HOGANSVILLE,United States Senator,,R,DAVID A. PERDUE,595,32,486,77,0
Troup,EAST VERNON,United States Senator,,R,DAVID A. PERDUE,1008,44,628,336,0
Troup,ROSEMONT,United States Senator,,R,DAVID A. PERDUE,1115,54,766,292,3
Troup,MOUNTVILLE,United States Senator,,R,DAVID A. PERDUE,442,15,325,97,5
Troup,MCLENDON,United States Senator,,R,DAVID A. PERDUE,1017,36,662,317,2
Troup,LONG CANE,United States Senator,,R,DAVID A. PERDUE,958,35,680,243,0
Troup,GARDNER NEWMAN,United States Senator,,R,DAVID A. PERDUE,391,18,261,112,0
Troup,GRAY HILL,United States Senator,,R,DAVID A. PERDUE,444,13,367,62,2
Troup,HIGHLAND,United States Senator,,R,DAVID A. PERDUE,231,12,158,61,0
Troup,NORTHSIDE,United States Senator,,R,DAVID A. PERDUE,691,26,386,278,1
Troup,,United States Senator,,D,M. MICHELLE NUNN,6093,352,3758,1958,25
Troup,HOLLIS HAND,United States Senator,,D,M. MICHELLE NUNN,354,35,171,148,0
Troup,ADMINISTRATION BLDG,United States Senator,,D,M. MICHELLE NUNN,768,49,473,241,5
Troup,HAMMETT RD,United States Senator,,D,M. MICHELLE NUNN,736,37,387,311,1
Troup,GRIGGS CENTER,United States Senator,,D,M. MICHELLE NUNN,720,51,430,238,1
Troup,WEST POINT,United States Senator,,D,M. MICHELLE NUNN,474,37,393,41,3
Troup,HOGANSVILLE,United States Senator,,D,M. MICHELLE NUNN,398,38,294,64,2
Troup,EAST VERNON,United States Senator,,D,M. MICHELLE NUNN,291,9,190,92,0
Troup,ROSEMONT,United States Senator,,D,M. MICHELLE NUNN,263,12,161,88,2
Troup,MOUNTVILLE,United States Senator,,D,M. MICHELLE NUNN,274,8,180,80,6
Troup,MCLENDON,United States Senator,,D,M. MICHELLE NUNN,329,10,201,116,2
Troup,LONG CANE,United States Senator,,D,M. MICHELLE NUNN,363,17,210,136,0
Troup,GARDNER NEWMAN,United States Senator,,D,M. MICHELLE NUNN,264,12,135,117,0
Troup,GRAY HILL,United States Senator,,D,M. MICHELLE NUNN,217,6,154,56,1
Troup,HIGHLAND,United States Senator,,D,M. MICHELLE NUNN,289,13,157,118,1
Troup,NORTHSIDE,United States Senator,,D,M. MICHELLE NUNN,353,18,222,112,1
Troup,,United States Senator,,L,AMANDA C. SWAFFORD,310,16,214,78,2
Troup,HOLLIS HAND,United States Senator,,L,AMANDA C. SWAFFORD,38,1,24,13,0
Troup,ADMINISTRATION BLDG,United States Senator,,L,AMANDA C. SWAFFORD,14,1,11,2,0
Troup,HAMMETT RD,United States Senator,,L,AMANDA C. SWAFFORD,37,4,25,8,0
Troup,GRIGGS CENTER,United States Senator,,L,AMANDA C. SWAFFORD,4,0,2,2,0
Troup,WEST POINT,United States Senator,,L,AMANDA C. SWAFFORD,9,0,8,1,0
Troup,HOGANSVILLE,United States Senator,,L,AMANDA C. SWAFFORD,28,1,18,9,0
Troup,EAST VERNON,United States Senator,,L,AMANDA C. SWAFFORD,35,1,26,7,1
Troup,ROSEMONT,United States Senator,,L,AMANDA C. SWAFFORD,33,1,24,8,0
Troup,MOUNTVILLE,United States Senator,,L,AMANDA C. SWAFFORD,8,0,7,1,0
Troup,MCLENDON,United States Senator,,L,AMANDA C. SWAFFORD,28,4,17,6,1
Troup,LONG CANE,United States Senator,,L,AMANDA C. SWAFFORD,24,1,16,7,0
Troup,GARDNER NEWMAN,United States Senator,,L,AMANDA C. SWAFFORD,7,0,5,2,0
Troup,GRAY HILL,United States Senator,,L,AMANDA C. SWAFFORD,18,0,16,2,0
Troup,HIGHLAND,United States Senator,,L,AMANDA C. SWAFFORD,16,2,10,4,0
Troup,NORTHSIDE,United States Senator,,L,AMANDA C. SWAFFORD,11,0,5,6,0
Troup,,Governor,,R,J. NATHAN DEAL (I),9261,477,5983,2788,13
Troup,HOLLIS HAND,Governor,,R,J. NATHAN DEAL (I),1338,97,637,604,0
Troup,ADMINISTRATION BLDG,Governor,,R,J. NATHAN DEAL (I),323,36,180,107,0
Troup,HAMMETT RD,Governor,,R,J. NATHAN DEAL (I),587,48,339,200,0
Troup,GRIGGS CENTER,Governor,,R,J. NATHAN DEAL (I),43,5,23,15,0
Troup,WEST POINT,Governor,,R,J. NATHAN DEAL (I),206,10,172,24,0
Troup,HOGANSVILLE,Governor,,R,J. NATHAN DEAL (I),580,31,476,73,0
Troup,EAST VERNON,Governor,,R,J. NATHAN DEAL (I),978,44,607,326,1
Troup,ROSEMONT,Governor,,R,J. NATHAN DEAL (I),1085,53,742,287,3
Troup,MOUNTVILLE,Governor,,R,J. NATHAN DEAL (I),442,15,321,102,4
Troup,MCLENDON,Governor,,R,J. NATHAN DEAL (I),998,35,649,312,2
Troup,LONG CANE,Governor,,R,J. NATHAN DEAL (I),946,35,676,235,0
Troup,GARDNER NEWMAN,Governor,,R,J. NATHAN DEAL (I),387,17,260,110,0
Troup,GRAY HILL,Governor,,R,J. NATHAN DEAL (I),443,13,364,64,2
Troup,HIGHLAND,Governor,,R,J. NATHAN DEAL (I),229,12,157,60,0
Troup,NORTHSIDE,Governor,,R,J. NATHAN DEAL (I),676,26,380,269,1
Troup,,Governor,,D,JASON J. CARTER,6062,359,3768,1909,26
Troup,HOLLIS HAND,Governor,,D,JASON J. CARTER,350,34,174,141,1
Troup,ADMINISTRATION BLDG,Governor,,D,JASON J. CARTER,733,50,457,221,5
Troup,HAMMETT RD,Governor,,D,JASON J. CARTER,738,37,391,309,1
Troup,GRIGGS CENTER,Governor,,D,JASON J. CARTER,685,51,408,225,1
Troup,WEST POINT,Governor,,D,JASON J. CARTER,461,35,383,40,3
Troup,HOGANSVILLE,Governor,,D,JASON J. CARTER,402,40,292,68,2
Troup,EAST VERNON,Governor,,D,JASON J. CARTER,296,9,200,87,0
Troup,ROSEMONT,Governor,,D,JASON J. CARTER,289,11,188,88,2
Troup,MOUNTVILLE,Governor,,D,JASON J. CARTER,271,10,176,79,6
Troup,MCLENDON,Governor,,D,JASON J. CARTER,346,14,211,119,2
Troup,LONG CANE,Governor,,D,JASON J. CARTER,356,18,204,134,0
Troup,GARDNER NEWMAN,Governor,,D,JASON J. CARTER,259,12,137,110,0
Troup,GRAY HILL,Governor,,D,JASON J. CARTER,227,6,164,56,1
Troup,HIGHLAND,Governor,,D,JASON J. CARTER,295,15,162,117,1
Troup,NORTHSIDE,Governor,,D,JASON J. CARTER,354,17,221,115,1
Troup,,Governor,,L,ANDREW T. HUNT,334,11,212,109,2
Troup,HOLLIS HAND,Governor,,L,ANDREW T. HUNT,43,4,22,17,0
Troup,ADMINISTRATION BLDG,Governor,,L,ANDREW T. HUNT,16,1,8,7,0
Troup,HAMMETT RD,Governor,,L,ANDREW T. HUNT,21,1,13,7,0
Troup,GRIGGS CENTER,Governor,,L,ANDREW T. HUNT,9,0,5,4,0
Troup,WEST POINT,Governor,,L,ANDREW T. HUNT,8,0,8,0,0
Troup,HOGANSVILLE,Governor,,L,ANDREW T. HUNT,20,0,13,7,0
Troup,EAST VERNON,Governor,,L,ANDREW T. HUNT,49,1,33,15,0
Troup,ROSEMONT,Governor,,L,ANDREW T. HUNT,30,2,20,8,0
Troup,MOUNTVILLE,Governor,,L,ANDREW T. HUNT,16,0,14,1,1
Troup,MCLENDON,Governor,,L,ANDREW T. HUNT,30,1,19,9,1
Troup,LONG CANE,Governor,,L,ANDREW T. HUNT,27,0,21,6,0
Troup,GARDNER NEWMAN,Governor,,L,ANDREW T. HUNT,11,1,3,7,0
Troup,GRAY HILL,Governor,,L,ANDREW T. HUNT,14,0,11,3,0
Troup,HIGHLAND,Governor,,L,ANDREW T. HUNT,13,0,9,4,0
Troup,NORTHSIDE,Governor,,L,ANDREW T. HUNT,27,0,13,14,0
Troup,,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",10078,502,6555,3006,15
Troup,HOLLIS HAND,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1430,94,705,630,1
Troup,ADMINISTRATION BLDG,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",361,36,208,117,0
Troup,HAMMETT RD,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",640,57,373,210,0
Troup,GRIGGS CENTER,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",62,5,38,19,0
Troup,WEST POINT,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",231,9,194,28,0
Troup,HOGANSVILLE,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",645,36,525,84,0
Troup,EAST VERNON,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1078,47,677,353,1
Troup,ROSEMONT,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1165,55,796,311,3
Troup,MOUNTVILLE,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",482,17,353,108,4
Troup,MCLENDON,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1076,35,704,334,3
Troup,LONG CANE,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1023,42,721,260,0
Troup,GARDNER NEWMAN,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",419,17,283,119,0
Troup,GRAY HILL,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",482,13,396,71,2
Troup,HIGHLAND,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",254,12,172,70,0
Troup,NORTHSIDE,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",730,27,410,292,1
Troup,,Lieutenant Governor,,D,CONNIE J. STOKES,5462,329,3348,1760,25
Troup,HOLLIS HAND,Lieutenant Governor,,D,CONNIE J. STOKES,273,36,117,120,0
Troup,ADMINISTRATION BLDG,Lieutenant Governor,,D,CONNIE J. STOKES,708,49,434,220,5
Troup,HAMMETT RD,Lieutenant Governor,,D,CONNIE J. STOKES,692,29,367,295,1
Troup,GRIGGS CENTER,Lieutenant Governor,,D,CONNIE J. STOKES,653,50,387,215,1
Troup,WEST POINT,Lieutenant Governor,,D,CONNIE J. STOKES,440,35,364,38,3
Troup,HOGANSVILLE,Lieutenant Governor,,D,CONNIE J. STOKES,365,32,267,64,2
Troup,EAST VERNON,Lieutenant Governor,,D,CONNIE J. STOKES,246,7,158,81,0
Troup,ROSEMONT,Lieutenant Governor,,D,CONNIE J. STOKES,230,10,149,69,2
Troup,MOUNTVILLE,Lieutenant Governor,,D,CONNIE J. STOKES,239,7,153,73,6
Troup,MCLENDON,Lieutenant Governor,,D,CONNIE J. STOKES,290,15,172,101,2
Troup,LONG CANE,Lieutenant Governor,,D,CONNIE J. STOKES,304,11,170,123,0
Troup,GARDNER NEWMAN,Lieutenant Governor,,D,CONNIE J. STOKES,239,12,119,108,0
Troup,GRAY HILL,Lieutenant Governor,,D,CONNIE J. STOKES,196,6,140,49,1
Troup,HIGHLAND,Lieutenant Governor,,D,CONNIE J. STOKES,279,15,154,109,1
Troup,NORTHSIDE,Lieutenant Governor,,D,CONNIE J. STOKES,308,15,197,95,1
Troup,,Secretary Of State,,R,BRIAN P. KEMP (I),10023,513,6474,3022,14
Troup,HOLLIS HAND,Secretary Of State,,R,BRIAN P. KEMP (I),1446,100,702,643,1
Troup,ADMINISTRATION BLDG,Secretary Of State,,R,BRIAN P. KEMP (I),354,36,203,115,0
Troup,HAMMETT RD,Secretary Of State,,R,BRIAN P. KEMP (I),629,60,362,207,0
