county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Grady,,United States Senator,,R,DAVID A. PERDUE,3567,103,2351,1110,3
Grady,Blowing Cave,United States Senator,,R,DAVID A. PERDUE,219,4,170,45,0
Grady,Cairo 4th District,United States Senator,,R,DAVID A. PERDUE,170,9,75,86,0
Grady,Cairo 5th District,United States Senator,,R,DAVID A. PERDUE,527,10,277,239,1
Grady,Duncanville,United States Senator,,R,DAVID A. PERDUE,113,2,96,15,0
Grady,Higdon,United States Senator,,R,DAVID A. PERDUE,199,10,155,34,0
Grady,Limesink,United States Senator,,R,DAVID A. PERDUE,93,1,65,27,0
Grady,Midway,United States Senator,,R,DAVID A. PERDUE,398,10,255,132,1
Grady,Pine Park,United States Senator,,R,DAVID A. PERDUE,209,9,149,51,0
Grady,Ragan,United States Senator,,R,DAVID A. PERDUE,141,3,111,27,0
Grady,Spence,United States Senator,,R,DAVID A. PERDUE,253,16,197,40,0
Grady,Spring Hill,United States Senator,,R,DAVID A. PERDUE,194,3,148,43,0
Grady,Whigham,United States Senator,,R,DAVID A. PERDUE,304,6,215,83,0
Grady,Woodland,United States Senator,,R,DAVID A. PERDUE,747,20,438,288,1
Grady,,United States Senator,,D,M. MICHELLE NUNN,1876,50,1122,702,2
Grady,Blowing Cave,United States Senator,,D,M. MICHELLE NUNN,39,0,30,9,0
Grady,Cairo 4th District,United States Senator,,D,M. MICHELLE NUNN,644,16,342,286,0
Grady,Cairo 5th District,United States Senator,,D,M. MICHELLE NUNN,359,13,185,160,1
Grady,Duncanville,United States Senator,,D,M. MICHELLE NUNN,93,3,71,19,0
Grady,Higdon,United States Senator,,D,M. MICHELLE NUNN,122,0,103,18,1
Grady,Limesink,United States Senator,,D,M. MICHELLE NUNN,24,0,17,7,0
Grady,Midway,United States Senator,,D,M. MICHELLE NUNN,117,3,69,45,0
Grady,Pine Park,United States Senator,,D,M. MICHELLE NUNN,73,6,47,20,0
Grady,Ragan,United States Senator,,D,M. MICHELLE NUNN,72,2,49,21,0
Grady,Spence,United States Senator,,D,M. MICHELLE NUNN,40,2,31,7,0
Grady,Spring Hill,United States Senator,,D,M. MICHELLE NUNN,37,0,27,10,0
Grady,Whigham,United States Senator,,D,M. MICHELLE NUNN,99,4,72,23,0
Grady,Woodland,United States Senator,,D,M. MICHELLE NUNN,157,1,79,77,0
Grady,,United States Senator,,L,AMANDA C. SWAFFORD,116,2,66,47,1
Grady,Blowing Cave,United States Senator,,L,AMANDA C. SWAFFORD,8,0,3,5,0
Grady,Cairo 4th District,United States Senator,,L,AMANDA C. SWAFFORD,22,1,7,14,0
Grady,Cairo 5th District,United States Senator,,L,AMANDA C. SWAFFORD,14,0,3,10,1
Grady,Duncanville,United States Senator,,L,AMANDA C. SWAFFORD,4,0,4,0,0
Grady,Higdon,United States Senator,,L,AMANDA C. SWAFFORD,6,0,5,1,0
Grady,Limesink,United States Senator,,L,AMANDA C. SWAFFORD,3,1,1,1,0
Grady,Midway,United States Senator,,L,AMANDA C. SWAFFORD,7,0,6,1,0
Grady,Pine Park,United States Senator,,L,AMANDA C. SWAFFORD,9,0,4,5,0
Grady,Ragan,United States Senator,,L,AMANDA C. SWAFFORD,7,0,7,0,0
Grady,Spence,United States Senator,,L,AMANDA C. SWAFFORD,7,0,5,2,0
Grady,Spring Hill,United States Senator,,L,AMANDA C. SWAFFORD,1,0,1,0,0
Grady,Whigham,United States Senator,,L,AMANDA C. SWAFFORD,6,0,6,0,0
Grady,Woodland,United States Senator,,L,AMANDA C. SWAFFORD,22,0,14,8,0
Grady,,Governor,,R,J. NATHAN DEAL (I),3374,105,2186,1080,3
Grady,Blowing Cave,Governor,,R,J. NATHAN DEAL (I),193,4,149,40,0
Grady,Cairo 4th District,Governor,,R,J. NATHAN DEAL (I),156,11,64,81,0
Grady,Cairo 5th District,Governor,,R,J. NATHAN DEAL (I),503,10,259,233,1
Grady,Duncanville,Governor,,R,J. NATHAN DEAL (I),116,2,98,16,0
Grady,Higdon,Governor,,R,J. NATHAN DEAL (I),187,8,146,33,0
Grady,Limesink,Governor,,R,J. NATHAN DEAL (I),92,1,64,27,0
Grady,Midway,Governor,,R,J. NATHAN DEAL (I),377,10,240,126,1
Grady,Pine Park,Governor,,R,J. NATHAN DEAL (I),190,9,134,47,0
Grady,Ragan,Governor,,R,J. NATHAN DEAL (I),132,3,100,29,0
Grady,Spence,Governor,,R,J. NATHAN DEAL (I),242,18,186,38,0
Grady,Spring Hill,Governor,,R,J. NATHAN DEAL (I),186,3,138,45,0
Grady,Whigham,Governor,,R,J. NATHAN DEAL (I),280,6,195,79,0
Grady,Woodland,Governor,,R,J. NATHAN DEAL (I),720,20,413,286,1
Grady,,Governor,,D,JASON J. CARTER,2028,51,1240,735,2
Grady,Blowing Cave,Governor,,D,JASON J. CARTER,61,0,46,15,0
Grady,Cairo 4th District,Governor,,D,JASON J. CARTER,658,15,348,295,0
Grady,Cairo 5th District,Governor,,D,JASON J. CARTER,376,13,198,164,1
Grady,Duncanville,Governor,,D,JASON J. CARTER,87,2,66,19,0
Grady,Higdon,Governor,,D,JASON J. CARTER,141,2,116,22,1
Grady,Limesink,Governor,,D,JASON J. CARTER,27,1,17,9,0
Grady,Midway,Governor,,D,JASON J. CARTER,133,4,82,47,0
Grady,Pine Park,Governor,,D,JASON J. CARTER,77,6,48,23,0
Grady,Ragan,Governor,,D,JASON J. CARTER,77,2,55,20,0
Grady,Spence,Governor,,D,JASON J. CARTER,48,0,38,10,0
Grady,Spring Hill,Governor,,D,JASON J. CARTER,45,0,36,9,0
Grady,Whigham,Governor,,D,JASON J. CARTER,115,4,85,26,0
Grady,Woodland,Governor,,D,JASON J. CARTER,183,2,105,76,0
Grady,,Governor,,L,ANDREW T. HUNT,130,1,89,39,1
Grady,Blowing Cave,Governor,,L,ANDREW T. HUNT,8,0,4,4,0
Grady,Cairo 4th District,Governor,,L,ANDREW T. HUNT,13,0,8,5,0
Grady,Cairo 5th District,Governor,,L,ANDREW T. HUNT,21,0,8,12,1
Grady,Duncanville,Governor,,L,ANDREW T. HUNT,5,1,4,0,0
Grady,Higdon,Governor,,L,ANDREW T. HUNT,7,0,7,0,0
Grady,Limesink,Governor,,L,ANDREW T. HUNT,1,0,1,0,0
Grady,Midway,Governor,,L,ANDREW T. HUNT,10,0,6,4,0
Grady,Pine Park,Governor,,L,ANDREW T. HUNT,10,0,6,4,0
Grady,Ragan,Governor,,L,ANDREW T. HUNT,9,0,9,0,0
Grady,Spence,Governor,,L,ANDREW T. HUNT,9,0,8,1,0
Grady,Spring Hill,Governor,,L,ANDREW T. HUNT,3,0,3,0,0
Grady,Whigham,Governor,,L,ANDREW T. HUNT,10,0,9,1,0
Grady,Woodland,Governor,,L,ANDREW T. HUNT,24,0,16,8,0
Grady,,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",3662,110,2403,1145,4
Grady,Blowing Cave,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",210,4,165,41,0
Grady,Cairo 4th District,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",162,11,64,87,0
Grady,Cairo 5th District,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",543,13,279,249,2
Grady,Duncanville,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",127,4,106,17,0
Grady,Higdon,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",201,9,156,36,0
Grady,Limesink,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",98,2,69,27,0
Grady,Midway,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",412,11,263,137,1
Grady,Pine Park,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",212,9,153,50,0
Grady,Ragan,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",143,3,112,28,0
Grady,Spence,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",263,16,205,42,0
Grady,Spring Hill,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",202,3,153,46,0
Grady,Whigham,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",304,5,217,82,0
Grady,Woodland,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",785,20,461,303,1
Grady,,Lieutenant Governor,,D,CONNIE J. STOKES,1839,45,1120,672,2
