county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Clayton,,United States Senator,,R,DAVID A. PERDUE,9352,523,5277,3547,5
Clayton,ELLENWOOD,United States Senator,,R,DAVID A. PERDUE,154,19,68,67,0
Clayton,FOREST PARK 1,United States Senator,,R,DAVID A. PERDUE,173,8,104,61,0
Clayton,FOREST PARK 2,United States Senator,,R,DAVID A. PERDUE,147,13,105,29,0
Clayton,FOREST PARK 3,United States Senator,,R,DAVID A. PERDUE,155,13,95,47,0
Clayton,FOREST PARK 4,United States Senator,,R,DAVID A. PERDUE,215,1,142,71,1
Clayton,FOREST PARK 5,United States Senator,,R,DAVID A. PERDUE,209,8,143,58,0
Clayton,FOREST PARK 6,United States Senator,,R,DAVID A. PERDUE,150,7,87,56,0
Clayton,JONESBORO 1,United States Senator,,R,DAVID A. PERDUE,143,12,79,52,0
Clayton,JONESBORO 2,United States Senator,,R,DAVID A. PERDUE,68,2,45,21,0
Clayton,JONESBORO 3,United States Senator,,R,DAVID A. PERDUE,289,10,163,116,0
Clayton,JONESBORO 4,United States Senator,,R,DAVID A. PERDUE,103,8,60,35,0
Clayton,JONESBORO 5,United States Senator,,R,DAVID A. PERDUE,215,10,144,61,0
Clayton,JONESBORO 6,United States Senator,,R,DAVID A. PERDUE,689,38,399,252,0
Clayton,JONESBORO 7,United States Senator,,R,DAVID A. PERDUE,303,22,153,128,0
Clayton,JONESBORO 8,United States Senator,,R,DAVID A. PERDUE,55,4,32,19,0
Clayton,JONESBORO 9,United States Senator,,R,DAVID A. PERDUE,96,10,67,19,0
Clayton,JONESBORO 10,United States Senator,,R,DAVID A. PERDUE,102,7,63,31,1
Clayton,JONESBORO 11,United States Senator,,R,DAVID A. PERDUE,419,16,226,177,0
Clayton,JONESBORO 12,United States Senator,,R,DAVID A. PERDUE,69,4,47,18,0
Clayton,JONESBORO 13,United States Senator,,R,DAVID A. PERDUE,152,12,101,39,0
Clayton,JONESBORO 14,United States Senator,,R,DAVID A. PERDUE,672,44,348,280,0
Clayton,JONESBORO 15,United States Senator,,R,DAVID A. PERDUE,111,4,46,61,0
Clayton,JONESBORO 16,United States Senator,,R,DAVID A. PERDUE,74,7,48,19,0
Clayton,JONESBORO 17,United States Senator,,R,DAVID A. PERDUE,111,6,61,44,0
Clayton,JONESBORO 18,United States Senator,,R,DAVID A. PERDUE,170,5,92,72,1
Clayton,LAKE CITY,United States Senator,,R,DAVID A. PERDUE,119,1,91,27,0
Clayton,LOVEJOY 1,United States Senator,,R,DAVID A. PERDUE,264,5,124,135,0
Clayton,LOVEJOY 2,United States Senator,,R,DAVID A. PERDUE,131,17,58,56,0
Clayton,LOVEJOY 3,United States Senator,,R,DAVID A. PERDUE,400,19,209,172,0
Clayton,LOVEJOY 4,United States Senator,,R,DAVID A. PERDUE,143,8,72,63,0
Clayton,LOVEJOY 5,United States Senator,,R,DAVID A. PERDUE,91,3,59,29,0
Clayton,MORROW 1,United States Senator,,R,DAVID A. PERDUE,93,5,67,21,0
Clayton,MORROW 2,United States Senator,,R,DAVID A. PERDUE,271,10,125,136,0
Clayton,MORROW 3,United States Senator,,R,DAVID A. PERDUE,221,13,134,74,0
Clayton,MORROW 4,United States Senator,,R,DAVID A. PERDUE,156,11,99,46,0
Clayton,MORROW 5,United States Senator,,R,DAVID A. PERDUE,303,17,116,170,0
Clayton,MORROW 6,United States Senator,,R,DAVID A. PERDUE,178,11,108,59,0
Clayton,MORROW 7,United States Senator,,R,DAVID A. PERDUE,133,7,81,45,0
Clayton,MORROW 8,United States Senator,,R,DAVID A. PERDUE,80,1,47,32,0
Clayton,MORROW 9,United States Senator,,R,DAVID A. PERDUE,80,3,40,37,0
Clayton,OAK 1,United States Senator,,R,DAVID A. PERDUE,19,0,11,8,0
Clayton,OAK 2,United States Senator,,R,DAVID A. PERDUE,23,4,15,4,0
Clayton,OAK 3,United States Senator,,R,DAVID A. PERDUE,38,1,20,16,1
Clayton,OAK 4,United States Senator,,R,DAVID A. PERDUE,38,2,22,14,0
Clayton,PANHANDLE 1,United States Senator,,R,DAVID A. PERDUE,164,7,109,48,0
Clayton,PANHANDLE 2,United States Senator,,R,DAVID A. PERDUE,357,8,220,128,1
Clayton,RIVERDALE 1,United States Senator,,R,DAVID A. PERDUE,85,12,30,43,0
Clayton,RIVERDALE 2,United States Senator,,R,DAVID A. PERDUE,58,1,37,20,0
Clayton,RIVERDALE 3,United States Senator,,R,DAVID A. PERDUE,57,3,33,21,0
Clayton,RIVERDALE 4,United States Senator,,R,DAVID A. PERDUE,122,10,48,64,0
Clayton,RIVERDALE 5,United States Senator,,R,DAVID A. PERDUE,85,6,54,25,0
Clayton,RIVERDALE 6,United States Senator,,R,DAVID A. PERDUE,139,9,86,44,0
Clayton,RIVERDALE 7,United States Senator,,R,DAVID A. PERDUE,87,4,52,31,0
Clayton,RIVERDALE 8,United States Senator,,R,DAVID A. PERDUE,126,15,65,46,0
Clayton,RIVERDALE 9,United States Senator,,R,DAVID A. PERDUE,89,9,40,40,0
Clayton,RIVERDALE 10,United States Senator,,R,DAVID A. PERDUE,17,0,11,6,0
Clayton,RIVERDALE 11,United States Senator,,R,DAVID A. PERDUE,66,3,30,33,0
Clayton,RIVERDALE 12,United States Senator,,R,DAVID A. PERDUE,75,8,46,21,0
Clayton,,United States Senator,,D,M. MICHELLE NUNN,52876,1214,29346,22255,61
Clayton,ELLENWOOD,United States Senator,,D,M. MICHELLE NUNN,2321,50,1084,1181,6
Clayton,FOREST PARK 1,United States Senator,,D,M. MICHELLE NUNN,621,12,438,170,1
Clayton,FOREST PARK 2,United States Senator,,D,M. MICHELLE NUNN,642,16,429,196,1
Clayton,FOREST PARK 3,United States Senator,,D,M. MICHELLE NUNN,535,29,319,187,0
Clayton,FOREST PARK 4,United States Senator,,D,M. MICHELLE NUNN,387,8,242,137,0
Clayton,FOREST PARK 5,United States Senator,,D,M. MICHELLE NUNN,728,18,484,226,0
Clayton,FOREST PARK 6,United States Senator,,D,M. MICHELLE NUNN,329,14,180,135,0
Clayton,JONESBORO 1,United States Senator,,D,M. MICHELLE NUNN,1464,45,792,627,0
Clayton,JONESBORO 2,United States Senator,,D,M. MICHELLE NUNN,1432,34,696,701,1
Clayton,JONESBORO 3,United States Senator,,D,M. MICHELLE NUNN,1236,23,566,644,3
