county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Candler,,United States Senator,,R,DAVID A. PERDUE,1458,72,800,586,0
Candler,Metter -1685,United States Senator,,R,DAVID A. PERDUE,750,42,390,318,0
Candler,Candler-1736,United States Senator,,R,DAVID A. PERDUE,708,30,410,268,0
Candler,,United States Senator,,D,M. MICHELLE NUNN,717,34,441,242,0
Candler,Metter -1685,United States Senator,,D,M. MICHELLE NUNN,409,14,271,124,0
Candler,Candler-1736,United States Senator,,D,M. MICHELLE NUNN,308,20,170,118,0
Candler,,United States Senator,,L,AMANDA C. SWAFFORD,36,1,20,15,0
Candler,Metter -1685,United States Senator,,L,AMANDA C. SWAFFORD,19,1,11,7,0
Candler,Candler-1736,United States Senator,,L,AMANDA C. SWAFFORD,17,0,9,8,0
Candler,,Governor,,(R,J. NATHAN DEAL (I),1449,73,784,592,0
Candler,Metter -1685,Governor,,(R,J. NATHAN DEAL (I),743,42,380,321,0
Candler,Candler-1736,Governor,,(R,J. NATHAN DEAL (I),706,31,404,271,0
Candler,,Governor,,D,JASON J. CARTER,714,35,449,230,0
Candler,Metter -1685,Governor,,D,JASON J. CARTER,403,15,274,114,0
Candler,Candler-1736,Governor,,D,JASON J. CARTER,311,20,175,116,0
Candler,,Governor,,L,ANDREW T. HUNT,37,0,25,12,0
Candler,Metter -1685,Governor,,L,ANDREW T. HUNT,17,0,11,6,0
Candler,Candler-1736,Governor,,L,ANDREW T. HUNT,20,0,14,6,0
Candler,,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",1584,78,874,632,0
Candler,Metter -1685,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",821,45,437,339,0
Candler,Candler-1736,Lieutenant Governor,,R,"L. S. ""CASEY"" CAGLE (I)",763,33,437,293,0
Candler,,Lieutenant Governor,,D,CONNIE J. STOKES,613,30,381,202,0
Candler,Metter -1685,Lieutenant Governor,,D,CONNIE J. STOKES,348,12,234,102,0
Candler,Candler-1736,Lieutenant Governor,,D,CONNIE J. STOKES,265,18,147,100,0
Candler,,Secretary Of State,,(R,BRIAN P. KEMP (I),1567,75,861,631,0
Candler,Metter -1685,Secretary Of State,,(R,BRIAN P. KEMP (I),807,44,426,337,0
Candler,Candler-1736,Secretary Of State,,(R,BRIAN P. KEMP (I),760,31,435,294,0
Candler,,Secretary Of State,,D,DOREEN CARTER,626,33,390,203,0
Candler,Metter -1685,Secretary Of State,,D,DOREEN CARTER,355,13,239,103,0
Candler,Candler-1736,Secretary Of State,,D,DOREEN CARTER,271,20,151,100,0
Candler,,Attorney General,,(R,SAMUEL S. OLENS (I),1529,73,840,616,0
Candler,Metter -1685,Attorney General,,(R,SAMUEL S. OLENS (I),780,43,412,325,0
Candler,Candler-1736,Attorney General,,(R,SAMUEL S. OLENS (I),749,30,428,291,0
Candler,,Attorney General,,D,"GREGORY K. ""GREG"" HECHT",656,34,409,213,0
Candler,Metter -1685,Attorney General,,D,"GREGORY K. ""GREG"" HECHT",379,13,253,113,0
Candler,Candler-1736,Attorney General,,D,"GREGORY K. ""GREG"" HECHT",277,21,156,100,0
Candler,,Commissioner Of Agriculture,,(R,GARY W. BLACK (I),1542,74,852,616,0
Candler,Metter -1685,Commissioner Of Agriculture,,(R,GARY W. BLACK (I),791,45,415,331,0
