county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes
Gordon,SUGAR VALLEY,United States Senator,,REP,PAUL COLLINS BROUN,11,0,2,0,13
Gordon,PLAINVILLE,United States Senator,,REP,PAUL COLLINS BROUN,14,2,1,0,17
Gordon,SONORAVILLE,United States Senator,,REP,PAUL COLLINS BROUN,34,0,3,0,37
Gordon,PINE CHAPEL,United States Senator,,REP,PAUL COLLINS BROUN,7,0,1,0,8
Gordon,OOSTANAULA,United States Senator,,REP,PAUL COLLINS BROUN,8,0,0,0,8
Gordon,OAKMAN,United States Senator,,REP,PAUL COLLINS BROUN,8,0,0,0,8
Gordon,GORDON COUNTY,United States Senator,,REP,PAUL COLLINS BROUN,30,1,3,0,34
Gordon,CALHOUN CITY,United States Senator,,REP,PAUL COLLINS BROUN,38,4,21,0,63
Gordon,LILY POND,United States Senator,,REP,PAUL COLLINS BROUN,18,0,1,0,19
Gordon,FAIRMOUNT,United States Senator,,REP,PAUL COLLINS BROUN,12,0,1,0,13
Gordon,RED BUD,United States Senator,,REP,PAUL COLLINS BROUN,7,1,3,0,11
Gordon,RESACA,United States Senator,,REP,PAUL COLLINS BROUN,10,0,2,0,12
Gordon,,United States Senator,,REP,PAUL COLLINS BROUN,197,8,38,0,243
Gordon,SUGAR VALLEY,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,0,0,2
Gordon,PLAINVILLE,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,0,0,1
Gordon,SONORAVILLE,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",7,0,0,0,7
Gordon,PINE CHAPEL,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,0,0,1
Gordon,OOSTANAULA,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,1,0,2
Gordon,OAKMAN,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,1,0,0,4
Gordon,GORDON COUNTY,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",4,0,0,0,4
Gordon,CALHOUN CITY,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",7,0,4,0,11
Gordon,LILY POND,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",0,0,1,0,1
Gordon,FAIRMOUNT,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",3,0,0,0,3
Gordon,RED BUD,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",2,0,0,0,2
Gordon,RESACA,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",1,0,0,0,1
Gordon,,United States Senator,,REP,"ARTHUR A. ""ART"" GARDNER",32,1,6,0,39
Gordon,SUGAR VALLEY,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",38,1,5,0,44
Gordon,PLAINVILLE,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",53,1,3,0,57
Gordon,SONORAVILLE,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",125,4,20,0,149
Gordon,PINE CHAPEL,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",25,0,2,0,27
Gordon,OOSTANAULA,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",21,3,1,0,25
Gordon,OAKMAN,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",28,0,1,0,29
Gordon,GORDON COUNTY,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",123,6,44,1,174
Gordon,CALHOUN CITY,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",167,7,85,0,259
Gordon,LILY POND,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",54,1,16,0,71
Gordon,FAIRMOUNT,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",46,0,4,0,50
Gordon,RED BUD,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",78,5,15,0,98
Gordon,RESACA,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",36,0,4,0,40
Gordon,,United States Senator,,REP,"J.P. ""PHIL"" GINGREY",794,28,200,1,1023
Gordon,SUGAR VALLEY,United States Senator,,REP,DERRICK E. GRAYSON,2,0,0,0,2
Gordon,PLAINVILLE,United States Senator,,REP,DERRICK E. GRAYSON,2,0,0,0,2
Gordon,SONORAVILLE,United States Senator,,REP,DERRICK E. GRAYSON,12,0,3,0,15
Gordon,PINE CHAPEL,United States Senator,,REP,DERRICK E. GRAYSON,5,0,0,0,5
Gordon,OOSTANAULA,United States Senator,,REP,DERRICK E. GRAYSON,2,0,1,0,3
Gordon,OAKMAN,United States Senator,,REP,DERRICK E. GRAYSON,2,0,0,0,2
Gordon,GORDON COUNTY,United States Senator,,REP,DERRICK E. GRAYSON,5,0,1,0,6
Gordon,CALHOUN CITY,United States Senator,,REP,DERRICK E. GRAYSON,5,0,1,0,6
Gordon,LILY POND,United States Senator,,REP,DERRICK E. GRAYSON,1,0,0,0,1
Gordon,FAIRMOUNT,United States Senator,,REP,DERRICK E. GRAYSON,6,0,0,0,6
Gordon,RED BUD,United States Senator,,REP,DERRICK E. GRAYSON,2,0,0,0,2
Gordon,RESACA,United States Senator,,REP,DERRICK E. GRAYSON,3,0,0,0,3
Gordon,,United States Senator,,REP,DERRICK E. GRAYSON,47,0,6,0,53
Gordon,SUGAR VALLEY,United States Senator,,REP,KAREN C. HANDEL,24,0,6,0,30
Gordon,PLAINVILLE,United States Senator,,REP,KAREN C. HANDEL,19,0,2,0,21
Gordon,SONORAVILLE,United States Senator,,REP,KAREN C. HANDEL,74,2,15,0,91
Gordon,PINE CHAPEL,United States Senator,,REP,KAREN C. HANDEL,13,0,4,0,17
Gordon,OOSTANAULA,United States Senator,,REP,KAREN C. HANDEL,19,0,5,0,24
Gordon,OAKMAN,United States Senator,,REP,KAREN C. HANDEL,16,0,2,0,18
Gordon,GORDON COUNTY,United States Senator,,REP,KAREN C. HANDEL,56,1,13,0,70
Gordon,CALHOUN CITY,United States Senator,,REP,KAREN C. HANDEL,107,1,30,0,138
Gordon,LILY POND,United States Senator,,REP,KAREN C. HANDEL,26,3,5,0,34
Gordon,FAIRMOUNT,United States Senator,,REP,KAREN C. HANDEL,27,1,3,0,31
Gordon,RED BUD,United States Senator,,REP,KAREN C. HANDEL,34,0,4,0,38
Gordon,RESACA,United States Senator,,REP,KAREN C. HANDEL,24,0,2,0,26
Gordon,,United States Senator,,REP,KAREN C. HANDEL,439,8,91,0,538
Gordon,SUGAR VALLEY,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",34,0,3,0,37
Gordon,PLAINVILLE,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",27,1,2,0,30
Gordon,SONORAVILLE,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",92,2,16,0,110
Gordon,PINE CHAPEL,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",23,0,0,0,23
Gordon,OOSTANAULA,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",13,0,0,0,13
Gordon,OAKMAN,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",14,0,1,0,15
Gordon,GORDON COUNTY,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",64,0,23,0,87
Gordon,CALHOUN CITY,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",99,1,25,0,125
Gordon,LILY POND,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",30,1,4,0,35
Gordon,FAIRMOUNT,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",33,0,3,0,36
Gordon,RED BUD,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",40,0,7,0,47
Gordon,RESACA,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",30,0,1,0,31
Gordon,,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",499,5,85,0,589
Gordon,SUGAR VALLEY,United States Senator,,REP,DAVID A. PERDUE,64,1,5,0,70
Gordon,PLAINVILLE,United States Senator,,REP,DAVID A. PERDUE,61,2,9,0,72
Gordon,SONORAVILLE,United States Senator,,REP,DAVID A. PERDUE,210,1,29,0,240
Gordon,PINE CHAPEL,United States Senator,,REP,DAVID A. PERDUE,39,0,8,0,47
Gordon,OOSTANAULA,United States Senator,,REP,DAVID A. PERDUE,26,1,5,0,32
Gordon,OAKMAN,United States Senator,,REP,DAVID A. PERDUE,40,0,7,1,48
Gordon,GORDON COUNTY,United States Senator,,REP,DAVID A. PERDUE,186,5,53,0,244
Gordon,CALHOUN CITY,United States Senator,,REP,DAVID A. PERDUE,229,11,95,1,336
Gordon,LILY POND,United States Senator,,REP,DAVID A. PERDUE,80,0,19,0,99
Gordon,FAIRMOUNT,United States Senator,,REP,DAVID A. PERDUE,99,3,13,1,116
Gordon,RED BUD,United States Senator,,REP,DAVID A. PERDUE,94,3,12,0,109
Gordon,RESACA,United States Senator,,REP,DAVID A. PERDUE,61,1,6,1,69
Gordon,,United States Senator,,REP,DAVID A. PERDUE,1189,28,261,4,1482
Gordon,SUGAR VALLEY,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1
Gordon,PLAINVILLE,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1
Gordon,SONORAVILLE,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,1,0,1
Gordon,PINE CHAPEL,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0
Gordon,OOSTANAULA,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0
Gordon,OAKMAN,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0
Gordon,GORDON COUNTY,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0
Gordon,CALHOUN CITY,United States Senator,,DEM,"O. ""STEEN"" MILES",3,0,2,0,5
Gordon,LILY POND,United States Senator,,DEM,"O. ""STEEN"" MILES",2,0,0,0,2
Gordon,FAIRMOUNT,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1
Gordon,RED BUD,United States Senator,,DEM,"O. ""STEEN"" MILES",1,1,0,0,2
Gordon,RESACA,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1
Gordon,,United States Senator,,DEM,"O. ""STEEN"" MILES",10,1,3,0,14
Gordon,SUGAR VALLEY,United States Senator,,DEM,M. MICHELLE NUNN,12,0,0,0,12
Gordon,PLAINVILLE,United States Senator,,DEM,M. MICHELLE NUNN,8,0,1,0,9
Gordon,SONORAVILLE,United States Senator,,DEM,M. MICHELLE NUNN,29,7,12,0,48
Gordon,PINE CHAPEL,United States Senator,,DEM,M. MICHELLE NUNN,10,0,5,0,15
Gordon,OOSTANAULA,United States Senator,,DEM,M. MICHELLE NUNN,8,0,6,0,14
Gordon,OAKMAN,United States Senator,,DEM,M. MICHELLE NUNN,18,0,1,0,19
Gordon,GORDON COUNTY,United States Senator,,DEM,M. MICHELLE NUNN,37,4,10,1,52
Gordon,CALHOUN CITY,United States Senator,,DEM,M. MICHELLE NUNN,63,11,26,0,100
Gordon,LILY POND,United States Senator,,DEM,M. MICHELLE NUNN,12,1,2,0,15
Gordon,FAIRMOUNT,United States Senator,,DEM,M. MICHELLE NUNN,8,1,2,0,11
Gordon,RED BUD,United States Senator,,DEM,M. MICHELLE NUNN,20,0,7,0,27
Gordon,RESACA,United States Senator,,DEM,M. MICHELLE NUNN,9,0,0,0,9
Gordon,,United States Senator,,DEM,M. MICHELLE NUNN,234,24,72,1,331
Gordon,SUGAR VALLEY,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",1,0,0,0,1
Gordon,PLAINVILLE,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Gordon,SONORAVILLE,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Gordon,PINE CHAPEL,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",1,0,0,0,1
Gordon,OOSTANAULA,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,1,0,1
Gordon,OAKMAN,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",1,0,0,0,1
Gordon,GORDON COUNTY,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",2,0,0,0,2
Gordon,CALHOUN CITY,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",5,1,1,0,7
Gordon,LILY POND,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",1,0,0,0,1
Gordon,FAIRMOUNT,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Gordon,RED BUD,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",2,0,0,0,2
Gordon,RESACA,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0
Gordon,,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",13,1,2,0,16
Gordon,SUGAR VALLEY,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,0,0,4
Gordon,PLAINVILLE,United States Senator,,DEM,TODD ANTHONY ROBINSON,1,0,0,0,1
Gordon,SONORAVILLE,United States Senator,,DEM,TODD ANTHONY ROBINSON,1,0,0,0,1
Gordon,PINE CHAPEL,United States Senator,,DEM,TODD ANTHONY ROBINSON,1,0,0,0,1
Gordon,OOSTANAULA,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,0,0,0,0
Gordon,OAKMAN,United States Senator,,DEM,TODD ANTHONY ROBINSON,1,0,0,0,1
Gordon,GORDON COUNTY,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,3,0,7
Gordon,CALHOUN CITY,United States Senator,,DEM,TODD ANTHONY ROBINSON,1,1,3,0,5
Gordon,LILY POND,United States Senator,,DEM,TODD ANTHONY ROBINSON,3,0,0,0,3
