county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Banks,,United States Senator,,R,DAVID A. PERDUE,3591,108,2787,696,0
Banks,Anderson,United States Senator,,R,DAVID A. PERDUE,428,6,338,84,0
Banks,Baldwin,United States Senator,,R,DAVID A. PERDUE,261,18,208,35,0
Banks,Berlin,United States Senator,,R,DAVID A. PERDUE,111,1,78,32,0
Banks,Bushville,United States Senator,,R,DAVID A. PERDUE,214,8,161,45,0
Banks,Columbia,United States Senator,,R,DAVID A. PERDUE,136,2,118,16,0
Banks,Davids,United States Senator,,R,DAVID A. PERDUE,512,15,377,120,0
Banks,Golden Hill,United States Senator,,R,DAVID A. PERDUE,258,6,203,49,0
Banks,Grove River,United States Senator,,R,DAVID A. PERDUE,198,8,179,11,0
Banks,Hollingsworth,United States Senator,,R,DAVID A. PERDUE,210,9,171,30,0
Banks,Homer,United States Senator,,R,DAVID A. PERDUE,385,19,248,118,0
Banks,Poplar Springs,United States Senator,,R,DAVID A. PERDUE,492,10,406,76,0
Banks,Washington,United States Senator,,R,DAVID A. PERDUE,204,5,166,33,0
Banks,Wilmonts,United States Senator,,R,DAVID A. PERDUE,182,1,134,47,0
Banks,,United States Senator,,D,M. MICHELLE NUNN,623,28,445,149,1
Banks,Anderson,United States Senator,,D,M. MICHELLE NUNN,74,0,59,15,0
Banks,Baldwin,United States Senator,,D,M. MICHELLE NUNN,56,1,44,11,0
Banks,Berlin,United States Senator,,D,M. MICHELLE NUNN,26,0,20,6,0
Banks,Bushville,United States Senator,,D,M. MICHELLE NUNN,36,0,26,10,0
Banks,Columbia,United States Senator,,D,M. MICHELLE NUNN,13,2,11,0,0
Banks,Davids,United States Senator,,D,M. MICHELLE NUNN,97,4,69,24,0
Banks,Golden Hill,United States Senator,,D,M. MICHELLE NUNN,33,3,20,10,0
Banks,Grove River,United States Senator,,D,M. MICHELLE NUNN,24,1,18,5,0
Banks,Hollingsworth,United States Senator,,D,M. MICHELLE NUNN,34,3,21,10,0
Banks,Homer,United States Senator,,D,M. MICHELLE NUNN,78,6,43,29,0
Banks,Poplar Springs,United States Senator,,D,M. MICHELLE NUNN,68,4,50,14,0
Banks,Washington,United States Senator,,D,M. MICHELLE NUNN,41,1,32,8,0
Banks,Wilmonts,United States Senator,,D,M. MICHELLE NUNN,43,3,32,7,1
Banks,,United States Senator,,L,AMANDA C. SWAFFORD,110,6,97,7,0
Banks,Anderson,United States Senator,,L,AMANDA C. SWAFFORD,12,0,12,0,0
Banks,Baldwin,United States Senator,,L,AMANDA C. SWAFFORD,10,1,9,0,0
Banks,Berlin,United States Senator,,L,AMANDA C. SWAFFORD,5,0,5,0,0
Banks,Bushville,United States Senator,,L,AMANDA C. SWAFFORD,5,0,4,1,0
Banks,Columbia,United States Senator,,L,AMANDA C. SWAFFORD,3,0,3,0,0
Banks,Davids,United States Senator,,L,AMANDA C. SWAFFORD,17,2,13,2,0
Banks,Golden Hill,United States Senator,,L,AMANDA C. SWAFFORD,10,2,7,1,0
Banks,Grove River,United States Senator,,L,AMANDA C. SWAFFORD,1,0,1,0,0
Banks,Hollingsworth,United States Senator,,L,AMANDA C. SWAFFORD,9,1,8,0,0
Banks,Homer,United States Senator,,L,AMANDA C. SWAFFORD,15,0,13,2,0
Banks,Poplar Springs,United States Senator,,L,AMANDA C. SWAFFORD,12,0,12,0,0
Banks,Washington,United States Senator,,L,AMANDA C. SWAFFORD,9,0,8,1,0
Banks,Wilmonts,United States Senator,,L,AMANDA C. SWAFFORD,2,0,2,0,0
Banks,,Governor,,(R,J. NATHAN DEAL (I),3583,107,2779,697,0
Banks,Anderson,Governor,,(R,J. NATHAN DEAL (I),430,6,339,85,0
Banks,Baldwin,Governor,,(R,J. NATHAN DEAL (I),266,18,213,35,0
