county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Coffee,,United States Senator,,R,DAVID A. PERDUE,5417,138,2875,2400,4
Coffee,Douglas,United States Senator,,R,DAVID A. PERDUE,3478,91,1584,1803,0
Coffee,Ambrose,United States Senator,,R,DAVID A. PERDUE,516,12,303,199,2
Coffee,Bridgetown,United States Senator,,R,DAVID A. PERDUE,92,2,72,18,0
Coffee,Broxton,United States Senator,,R,DAVID A. PERDUE,604,14,374,216,0
Coffee,Nicholls,United States Senator,,R,DAVID A. PERDUE,421,9,303,107,2
Coffee,West Green,United States Senator,,R,DAVID A. PERDUE,306,10,239,57,0
Coffee,,United States Senator,,D,M. MICHELLE NUNN,2658,180,1447,1028,3
Coffee,Douglas,United States Senator,,D,M. MICHELLE NUNN,1996,152,999,844,1
Coffee,Ambrose,United States Senator,,D,M. MICHELLE NUNN,165,10,99,55,1
Coffee,Bridgetown,United States Senator,,D,M. MICHELLE NUNN,49,0,38,11,0
Coffee,Broxton,United States Senator,,D,M. MICHELLE NUNN,255,10,179,65,1
Coffee,Nicholls,United States Senator,,D,M. MICHELLE NUNN,148,5,104,39,0
Coffee,West Green,United States Senator,,D,M. MICHELLE NUNN,45,3,28,14,0
Coffee,,United States Senator,,L,AMANDA C. SWAFFORD,193,7,98,88,0
Coffee,Douglas,United States Senator,,L,AMANDA C. SWAFFORD,123,7,47,69,0
Coffee,Ambrose,United States Senator,,L,AMANDA C. SWAFFORD,20,0,13,7,0
Coffee,Bridgetown,United States Senator,,L,AMANDA C. SWAFFORD,1,0,1,0,0
Coffee,Broxton,United States Senator,,L,AMANDA C. SWAFFORD,26,0,20,6,0
Coffee,Nicholls,United States Senator,,L,AMANDA C. SWAFFORD,13,0,11,2,0
Coffee,West Green,United States Senator,,L,AMANDA C. SWAFFORD,10,0,6,4,0
Coffee,,Governor,,R,J. NATHAN DEAL (I),5240,144,2747,2345,4
Coffee,Douglas,Governor,,R,J. NATHAN DEAL (I),3370,93,1517,1760,0
Coffee,Ambrose,Governor,,R,J. NATHAN DEAL (I),504,13,289,200,2
Coffee,Bridgetown,Governor,,R,J. NATHAN DEAL (I),80,2,60,18,0
Coffee,Broxton,Governor,,R,J. NATHAN DEAL (I),593,15,363,215,0
Coffee,Nicholls,Governor,,R,J. NATHAN DEAL (I),402,10,291,99,2
Coffee,West Green,Governor,,R,J. NATHAN DEAL (I),291,11,227,53,0
Coffee,,Governor,,D,JASON J. CARTER,2754,177,1541,1033,3
Coffee,Douglas,Governor,,D,JASON J. CARTER,2049,153,1048,847,1
Coffee,Ambrose,Governor,,D,JASON J. CARTER,181,9,114,57,1
Coffee,Bridgetown,Governor,,D,JASON J. CARTER,58,0,47,11,0
Coffee,Broxton,Governor,,D,JASON J. CARTER,258,9,185,63,1
Coffee,Nicholls,Governor,,D,JASON J. CARTER,156,4,112,40,0
Coffee,West Green,Governor,,D,JASON J. CARTER,52,2,35,15,0
Coffee,,Governor,,L,ANDREW T. HUNT,189,7,102,80,0
Coffee,Douglas,Governor,,L,ANDREW T. HUNT,114,4,51,59,0
Coffee,Ambrose,Governor,,L,ANDREW T. HUNT,13,1,6,6,0
Coffee,Bridgetown,Governor,,L,ANDREW T. HUNT,3,0,3,0,0
Coffee,Broxton,Governor,,L,ANDREW T. HUNT,31,2,23,6,0
Coffee,Nicholls,Governor,,L,ANDREW T. HUNT,13,0,11,2,0
