county,office,district,party,candidate,votes
GA,President of the United States,N/A,Republican,John McCain,2048759
GA,President of the United States,N/A,Democratic,Barack Obama,1844123
GA,President of the United States,N/A,Total,Bob Barr,0
GA,President of the United States,N/A,Write-In,Chuck Baldwin,1402
GA,President of the United States,N/A,Write-In,Ralph Nader,1158
GA,President of the United States,N/A,Write-In,Cynthia McKinney,250
GA,President of the United States,N/A,Write-In,Michael A. Peroutka,23
GA,President of the United States,N/A,Write-In,James Harris,20
GA,President of the United States,N/A,Write-In,Jonathan Allen,8
GA,President of the United States,N/A,Write-In,Frank Moore,6
GA,President of the United States,N/A,Write-In,David C. Byrne,4
GA,President of the United States,N/A,Write-In,Brian Russell Brown,2
GA,President of the United States,N/A,"3,924,486 ",Totals,0
GA,Vice-President of the United States (Certified Write-In Candidates Only),N/A,Write-In,Rosa Clemente,13
GA,Vice-President of the United States (Certified Write-In Candidates Only),N/A,Write-In,Jeff Stath,1
GA,Vice-President of the United States (Certified Write-In Candidates Only),N/A,Total,Alyson Kennedy,0
GA,Vice-President of the United States (Certified Write-In Candidates Only),N/A,14 ,Totals,0
GA,U.S. Senate,N/A,Republican,Saxby Chambliss,1867097
GA,U.S. Senate,N/A,Democratic,Jim Martin,1757393
GA,U.S. Senate,N/A,Total,Allen Buckley,0
GA,U.S. Senate,N/A,Write-In,Eleanor Garcia,43
GA,U.S. Senate,N/A,Write-In,"William Salomone, Jr.",29
GA,U.S. Senate,N/A,"3,752,485 ",Totals,0
GA,Public Service Commission,District 4 - Northern,Democratic,Jim Powell,1732147
GA,Public Service Commission,District 4 - Northern,Republican,Lauren W. McDonald Jr.,1708972
GA,Public Service Commission,District 4 - Northern,Total,Brandon Givens,0
GA,Public Service Commission,District 4 - Northern,"3,618,825 ",Totals,0
GA,Public Service Commission,District 1 - Southern,Republican,H. Doug Everett,2147012
GA,Public Service Commission,District 1 - Southern,Libertarian,John H. Monds,1076726
GA,Public Service Commission,District 1 - Southern,Total,Totals,3223738
GA,U.S. Representative,District 1,Republican,Jack Kingston,165890
GA,U.S. Representative,District 1,Democratic,Bill Gillespie,83444
GA,U.S. Representative,District 1,Total,Totals,249334
GA,U.S. Representative,District 2,Democratic,Sanford Bishop,158435
GA,U.S. Representative,District 2,Republican,Lee Ferrell,71351
GA,U.S. Representative,District 2,Total,Totals,229786
GA,U.S. Representative,District 3,Republican,Lynn Westmoreland,225055
GA,U.S. Representative,District 3,Democratic,Stephen Camp,117522
GA,U.S. Representative,District 3,Total,Loretta VanPelt,0
GA,U.S. Representative,District 3,"342,580 ",Totals,0
GA,U.S. Representative,District 4,Democratic,"Henry C. ""Hank"" Johnson, Jr.",224494
GA,U.S. Representative,District 4,Write-In,Loren Christopher Collins,159
GA,U.S. Representative,District 4,Total,Faye Coffield,0
GA,U.S. Representative,District 4,Write-In,Jacob Perasso,6
GA,U.S. Representative,District 4,"224,694 ",Totals,0
GA,U.S. Representative,District 5,Democratic,John Lewis,231368
GA,U.S. Representative,District 5,Write-In,Shira Kash,81
GA,U.S. Representative,District 5,Total,Jeanne Fitzmaurice,0
GA,U.S. Representative,District 5,"231,474 ",Totals,0
GA,U.S. Representative,District 6,Republican,Tom Price,231520
GA,U.S. Representative,District 6,Democratic,Bill Jones,106551
GA,U.S. Representative,District 6,Total,Totals,338071
GA,U.S. Representative,District 7,Republican,John Linder,209354
GA,U.S. Representative,District 7,Democratic,Doug Heckman,128159
GA,U.S. Representative,District 7,Total,Totals,337513
GA,U.S. Representative,District 8,Democratic,Jim Marshall,157241
GA,U.S. Representative,District 8,Republican,Rick Goddard,117446
GA,U.S. Representative,District 8,Total,Totals,274687
GA,U.S. Representative,District 9,Republican,Nathan Deal,217493
GA,U.S. Representative,District 9,Democratic,Jeff Scott,70537
GA,U.S. Representative,District 9,Total,Totals,288030
GA,U.S. Representative,District 10,Republican,Paul Broun,177265
GA,U.S. Representative,District 10,Democratic,Bobby Saxon,114638
GA,U.S. Representative,District 10,Total,Totals,291903
GA,U.S. Representative,District 11,Republican,Phil Gingrey,204082
GA,U.S. Representative,District 11,Democratic,"Hugh ""Bud"" Gammon",95220
GA,U.S. Representative,District 11,Total,Totals,299302
GA,U.S. Representative,District 12,Democratic,John Barrow,164562
GA,U.S. Representative,District 12,Republican,John Stone,84773
GA,U.S. Representative,District 12,Total,Totals,249335
GA,U.S. Representative,District 13,Democratic,David Scott,205919
GA,U.S. Representative,District 13,Republican,Deborah Honeycutt,92320
GA,U.S. Representative,District 13,Total,Totals,298239
GA,State Senator,District 1,Republican,Eric Johnson,58467
GA,State Senator,District 1,"58,467 ",Totals,0
GA,State Senator,District 2,Democratic,Lester G. Jackson,46527
GA,State Senator,District 2,"46,527 ",Totals,0
GA,State Senator,District 3,Republican,Jeff Chapman,51620
GA,State Senator,District 3,"51,620 ",Totals,0
GA,State Senator,District 4,Republican,Jack Hill,51403
GA,State Senator,District 4,"51,403 ",Totals,0
GA,State Senator,District 5,Democratic,Curt Thompson,25966
GA,State Senator,District 5,"25,966 ",Totals,0
GA,State Senator,District 6,Democratic,Doug Stoner,37473
GA,State Senator,District 6,Republican,Hunter Hill,24381
GA,State Senator,District 6,Total,Totals,61854
GA,State Senator,District 7,Republican,Greg Goggans,43793
GA,State Senator,District 7,"43,793 ",Totals,0
GA,State Senator,District 8,Democratic,Tim Golden,49509
GA,State Senator,District 8,"49,509 ",Totals,0
GA,State Senator,District 9,Republican,Don Balfour,59047
GA,State Senator,District 9,"59,047 ",Totals,0
GA,State Senator,District 10,Democratic,Emanuel Jones,67292
GA,State Senator,District 10,"67,292 ",Totals,0
GA,State Senator,District 11,Republican,John Bulloch,41204
GA,State Senator,District 11,"41,204 ",Totals,0
GA,State Senator,District 12,Democratic,Freddie Powell Sims,47126
GA,State Senator,District 12,"47,126 ",Totals,0
GA,State Senator,District 13,Republican,John Dickey Crosby,43872
GA,State Senator,District 13,"43,872 ",Totals,0
GA,State Senator,District 14,Democratic,George Hooks,46500
GA,State Senator,District 14,"46,500 ",Totals,0
GA,State Senator,District 15,Democratic,Ed Harbison,38973
GA,State Senator,District 15,"38,973 ",Totals,0
GA,State Senator,District 16,Republican,Ronnie Chance,49127
GA,State Senator,District 16,Democratic,Jerry Brillant,23681
GA,State Senator,District 16,Total,Totals,72808
GA,State Senator,District 17,Republican,John Douglas,58171
GA,State Senator,District 17,Democratic,Rudy B. Cox,38274
GA,State Senator,District 17,Total,Totals,96445
GA,State Senator,District 18,Republican,Cecil Staton,59792
GA,State Senator,District 18,"59,792 ",Totals,0
GA,State Senator,District 19,Republican,Tommie Williams,39766
GA,State Senator,District 19,"39,766 ",Totals,0
GA,State Senator,District 20,Republican,Ross Tolleson,50096
GA,State Senator,District 20,"50,096 ",Totals,0
GA,State Senator,District 21,Republican,Chip Rogers,61991
GA,State Senator,District 21,Democratic,Carlos Lopez,18776
GA,State Senator,District 21,Total,Francis Parmar,0
GA,State Senator,District 21,"80,772 ",Totals,0
GA,State Senator,District 22,Democratic,Ed Tarver,43579
GA,State Senator,District 22,Republican,John Butler,11235
GA,State Senator,District 22,Total,Totals,54814
GA,State Senator,District 23,Democratic,J. B. Powell,34864
GA,State Senator,District 23,Republican,Napoleon Jenkins,19692
GA,State Senator,District 23,Total,Totals,54556
GA,State Senator,District 24,Republican,William S.(Bill) Jackson,64786
GA,State Senator,District 24,"64,786 ",Totals,0
GA,State Senator,District 25,Republican,Johnny Grant,48679
GA,State Senator,District 25,"48,679 ",Totals,0
GA,State Senator,District 26,Democratic,Robert Brown,43804
GA,State Senator,District 26,"43,804 ",Totals,0
GA,State Senator,District 27,Republican,Jack Murphy,95120
GA,State Senator,District 27,"95,120 ",Totals,0
GA,State Senator,District 28,Republican,Mitch Seabaugh,54483
GA,State Senator,District 28,Democratic,Betty Aaron,21866
GA,State Senator,District 28,Total,Totals,76349
GA,State Senator,District 29,Republican,Seth Harp,43137
GA,State Senator,District 29,Democratic,Evelyn Thompson Anderson,26154
GA,State Senator,District 29,Total,Totals,69291
GA,State Senator,District 30,Republican,Bill Hamrick,52256
GA,State Senator,District 30,Democratic,Pat Rhudy,29491
GA,State Senator,District 30,Total,Totals,81747
GA,State Senator,District 31,Republican,Bill Heath,47859
GA,State Senator,District 31,Democratic,Tracy Bennett,24086
GA,State Senator,District 31,Total,Totals,71945
GA,State Senator,District 32,Republican,Judson Hill,50446
GA,State Senator,District 32,Democratic,Chris Cameron,25817
GA,State Senator,District 32,Total,Totals,76263
GA,State Senator,District 33,Democratic,Steve Thompson,48627
GA,State Senator,District 33,"48,627 ",Totals,0
GA,State Senator,District 34,Democratic,Valencia Seay,58780
GA,State Senator,District 34,"58,780 ",Totals,0
GA,State Senator,District 35,Democratic,Kasim Reed,74488
GA,State Senator,District 35,"74,488 ",Totals,0
GA,State Senator,District 36,Democratic,Nan Orrock,49062
GA,State Senator,District 36,Write-In,Henry Anderson,15
GA,State Senator,District 36,Total,Totals,49077
GA,State Senator,District 37,Republican,John J. Wiles,70897
GA,State Senator,District 37,"70,897 ",Totals,0
GA,State Senator,District 38,Democratic,Horacena Tate,51474
GA,State Senator,District 38,"51,474 ",Totals,0
GA,State Senator,District 39,Democratic,Vincent Fort,49125
GA,State Senator,District 39,"49,125 ",Totals,0
GA,State Senator,District 40,Republican,Dan Weber,36386
GA,State Senator,District 40,Democratic,Martin McConaughy,24881
GA,State Senator,District 40,Total,Totals,61267
GA,State Senator,District 41,Democratic,Steve Henson,47519
GA,State Senator,District 41,"47,519 ",Totals,0
GA,State Senator,District 42,Democratic,David Adelman,51409
GA,State Senator,District 42,Republican,Altaf Galeyev,12154
GA,State Senator,District 42,Total,Totals,63563
GA,State Senator,District 43,Democratic,"Ronald B. Ramsey, Sr.",63809
GA,State Senator,District 43,Republican,Willie Hinton,12500
GA,State Senator,District 43,Total,Totals,76309
GA,State Senator,District 44,Democratic,Gail Buckner,52705
GA,State Senator,District 44,"52,705 ",Totals,0
GA,State Senator,District 45,Republican,Renee S. Unterman,79836
GA,State Senator,District 45,"79,836 ",Totals,0
GA,State Senator,District 46,Republican,Bill Cowsert,41452
GA,State Senator,District 46,Democratic,Sherry L. Jackson,30284
GA,State Senator,District 46,Total,Totals,71736
