county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Marion,Pineknot,U.S. Senate,,Rep,Herschel Junior Walker,457,136,7,0,314
Marion,Buena Vista,U.S. Senate,,Rep,Herschel Junior Walker,542,356,25,0,161
Marion,Tazewell,U.S. Senate,,Rep,Herschel Junior Walker,188,52,4,0,132
Marion,Brantley,U.S. Senate,,Rep,Herschel Junior Walker,231,105,5,0,121
Marion,Fort Perry,U.S. Senate,,Rep,Herschel Junior Walker,332,97,13,0,222
Marion,Pineknot,U.S. Senate,,Dem,Raphael Warnock ,45,21,6,0,18
Marion,Buena Vista,U.S. Senate,,Dem,Raphael Warnock ,821,481,137,0,203
Marion,Tazewell,U.S. Senate,,Dem,Raphael Warnock ,43,16,6,0,21
Marion,Brantley,U.S. Senate,,Dem,Raphael Warnock ,30,13,7,0,10
Marion,Fort Perry,U.S. Senate,,Dem,Raphael Warnock ,79,41,3,0,35
Marion,Pineknot,U.S. Senate,,Lib,Chase Oliver,17,5,3,0,9
Marion,Buena Vista,U.S. Senate,,Lib,Chase Oliver,19,9,3,0,7
Marion,Tazewell,U.S. Senate,,Lib,Chase Oliver,3,2,0,0,1
Marion,Brantley,U.S. Senate,,Lib,Chase Oliver,8,3,0,0,5
Marion,Fort Perry,U.S. Senate,,Lib,Chase Oliver,19,10,0,0,9
Marion,Pineknot,Governor,,Rep,Brian Kemp ,480,144,10,0,326
Marion,Buena Vista,Governor,,Rep,Brian Kemp ,584,384,30,0,170
Marion,Tazewell,Governor,,Rep,Brian Kemp ,199,53,7,0,139
Marion,Brantley,Governor,,Rep,Brian Kemp ,243,114,5,0,124
Marion,Fort Perry,Governor,,Rep,Brian Kemp ,362,107,14,0,241
Marion,Pineknot,Governor,,Dem,Stacey Abrams,36,19,4,0,13
Marion,Buena Vista,Governor,,Dem,Stacey Abrams,796,463,135,0,198
Marion,Tazewell,Governor,,Dem,Stacey Abrams,33,15,3,0,15
Marion,Brantley,Governor,,Dem,Stacey Abrams,25,8,7,0,10
Marion,Fort Perry,Governor,,Dem,Stacey Abrams,64,37,1,0,26
Marion,Pineknot,Governor,,Lib,Shane Hazel,7,1,1,0,5
Marion,Buena Vista,Governor,,Lib,Shane Hazel,7,4,0,0,3
Marion,Tazewell,Governor,,Lib,Shane Hazel,2,2,0,0,0
Marion,Brantley,Governor,,Lib,Shane Hazel,2,0,0,0,2
Marion,Fort Perry,Governor,,Lib,Shane Hazel,6,5,1,0,0
Marion,Pineknot,Lieutenant Governor,,Rep,Burt Jones,468,142,8,0,318
Marion,Buena Vista,Lieutenant Governor,,Rep,Burt Jones,568,375,27,0,166
Marion,Tazewell,Lieutenant Governor,,Rep,Burt Jones,194,54,6,0,134
Marion,Brantley,Lieutenant Governor,,Rep,Burt Jones,239,111,5,0,123
Marion,Fort Perry,Lieutenant Governor,,Rep,Burt Jones,347,104,13,0,230
Marion,Pineknot,Lieutenant Governor,,Dem,Charlie Bailey,39,19,7,0,13
Marion,Buena Vista,Lieutenant Governor,,Dem,Charlie Bailey,762,434,135,0,193
Marion,Tazewell,Lieutenant Governor,,Dem,Charlie Bailey,32,12,4,0,16
Marion,Brantley,Lieutenant Governor,,Dem,Charlie Bailey,22,7,6,0,9
Marion,Fort Perry,Lieutenant Governor,,Dem,Charlie Bailey,70,38,2,0,30
Marion,Pineknot,Lieutenant Governor,,Lib,Ryan Graham,11,1,0,0,10
Marion,Buena Vista,Lieutenant Governor,,Lib,Ryan Graham,23,15,1,0,7
Marion,Tazewell,Lieutenant Governor,,Lib,Ryan Graham,4,2,0,0,2
Marion,Brantley,Lieutenant Governor,,Lib,Ryan Graham,4,1,0,0,3
Marion,Fort Perry,Lieutenant Governor,,Lib,Ryan Graham,12,5,0,0,7
Marion,Pineknot,Secretary of State,,Rep,Brad Raffensperger ,457,134,9,0,314
Marion,Buena Vista,Secretary of State,,Rep,Brad Raffensperger ,590,387,37,0,166
Marion,Tazewell,Secretary of State,,Rep,Brad Raffensperger ,197,54,7,0,136
Marion,Brantley,Secretary of State,,Rep,Brad Raffensperger ,233,108,5,0,120
Marion,Fort Perry,Secretary of State,,Rep,Brad Raffensperger ,341,100,13,0,228
Marion,Pineknot,Secretary of State,,Dem,Bee Nguyen,38,19,5,0,14
Marion,Buena Vista,Secretary of State,,Dem,Bee Nguyen,740,425,126,0,189
Marion,Tazewell,Secretary of State,,Dem,Bee Nguyen,28,11,3,0,14
Marion,Brantley,Secretary of State,,Dem,Bee Nguyen,21,7,6,0,8
Marion,Fort Perry,Secretary of State,,Dem,Bee Nguyen,63,37,2,0,24
Marion,Pineknot,Secretary of State,,Lib,Ted Metz,23,8,1,0,14
Marion,Buena Vista,Secretary of State,,Lib,Ted Metz,21,13,0,0,8
Marion,Tazewell,Secretary of State,,Lib,Ted Metz,6,3,0,0,3
Marion,Brantley,Secretary of State,,Lib,Ted Metz,9,3,0,0,6
Marion,Fort Perry,Secretary of State,,Lib,Ted Metz,23,11,0,0,12
Marion,Pineknot,Attorney General,,Rep,Chris Carr ,465,140,10,0,315
Marion,Buena Vista,Attorney General,,Rep,Chris Carr ,560,369,29,0,162
Marion,Tazewell,Attorney General,,Rep,Chris Carr ,195,54,6,0,135
Marion,Brantley,Attorney General,,Rep,Chris Carr ,240,113,5,0,122
Marion,Fort Perry,Attorney General,,Rep,Chris Carr ,344,103,13,0,228
Marion,Pineknot,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",42,20,6,0,16
Marion,Buena Vista,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",786,453,134,0,199
Marion,Tazewell,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",33,12,4,0,17
Marion,Brantley,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",24,8,6,0,10
Marion,Fort Perry,Attorney General,,Dem,"Jennifer """"Jen"""" Jordan",72,40,2,0,30
Marion,Pineknot,Attorney General,,Lib,Martin Cowen,13,2,0,0,11
Marion,Buena Vista,Attorney General,,Lib,Martin Cowen,17,12,1,0,4
