county,precinct,office,district,party,candidate,votes,advance_voting_votes,absentee_by_mail_votes,provisional_votes,election_day_votes
Tattnall,Cobbtown,U.S. Senate,,Rep,Herschel Walker,336,113,12,0,211
Tattnall,Collins,U.S. Senate,,Rep,Herschel Walker,644,333,18,0,293
Tattnall,District II,U.S. Senate,,Rep,Herschel Walker,770,522,11,1,236
Tattnall,District IV,U.S. Senate,,Rep,Herschel Walker,1049,626,31,0,392
Tattnall,District V,U.S. Senate,,Rep,Herschel Walker,548,223,11,0,314
Tattnall,East Glennville,U.S. Senate,,Rep,Herschel Walker,1084,623,49,0,412
Tattnall,Manassas,U.S. Senate,,Rep,Herschel Walker,175,68,5,0,102
Tattnall,Shiloh,U.S. Senate,,Rep,Herschel Walker,260,162,5,0,93
Tattnall,Cobbtown,U.S. Senate,,Dem,Raphael Warnock ,75,35,9,0,31
Tattnall,Collins,U.S. Senate,,Dem,Raphael Warnock ,186,114,14,0,58
Tattnall,District II,U.S. Senate,,Dem,Raphael Warnock ,392,273,23,0,96
Tattnall,District IV,U.S. Senate,,Dem,Raphael Warnock ,390,205,41,0,144
Tattnall,District V,U.S. Senate,,Dem,Raphael Warnock ,64,41,3,0,20
Tattnall,East Glennville,U.S. Senate,,Dem,Raphael Warnock ,249,127,35,0,87
Tattnall,Manassas,U.S. Senate,,Dem,Raphael Warnock ,61,30,3,0,28
Tattnall,Shiloh,U.S. Senate,,Dem,Raphael Warnock ,108,71,6,0,31
Tattnall,Cobbtown,U.S. Senate,,Lib,Chase Oliver,8,2,1,0,5
Tattnall,Collins,U.S. Senate,,Lib,Chase Oliver,16,3,4,0,9
Tattnall,District II,U.S. Senate,,Lib,Chase Oliver,21,12,2,0,7
Tattnall,District IV,U.S. Senate,,Lib,Chase Oliver,18,8,1,0,9
Tattnall,District V,U.S. Senate,,Lib,Chase Oliver,7,3,0,0,4
Tattnall,East Glennville,U.S. Senate,,Lib,Chase Oliver,28,7,3,0,18
Tattnall,Manassas,U.S. Senate,,Lib,Chase Oliver,4,2,0,0,2
Tattnall,Shiloh,U.S. Senate,,Lib,Chase Oliver,7,2,0,0,5
Tattnall,Cobbtown,Governor,,Rep,Brian Kemp ,353,122,13,0,218
Tattnall,Collins,Governor,,Rep,Brian Kemp ,681,352,21,0,308
Tattnall,District II,Governor,,Rep,Brian Kemp ,823,557,13,1,252
Tattnall,District IV,Governor,,Rep,Brian Kemp ,1096,649,34,0,413
Tattnall,District V,Governor,,Rep,Brian Kemp ,568,234,12,0,322
Tattnall,East Glennville,Governor,,Rep,Brian Kemp ,1140,648,57,0,435
Tattnall,Manassas,Governor,,Rep,Brian Kemp ,185,74,5,0,106
Tattnall,Shiloh,Governor,,Rep,Brian Kemp ,277,173,5,0,99
Tattnall,Cobbtown,Governor,,Dem,Stacey Abrams,61,26,9,0,26
Tattnall,Collins,Governor,,Dem,Stacey Abrams,163,99,14,0,50
Tattnall,District II,Governor,,Dem,Stacey Abrams,359,250,22,0,87
Tattnall,District IV,Governor,,Dem,Stacey Abrams,356,187,41,0,128
Tattnall,District V,Governor,,Dem,Stacey Abrams,47,31,2,0,14
Tattnall,East Glennville,Governor,,Dem,Stacey Abrams,217,112,29,0,76
Tattnall,Manassas,Governor,,Dem,Stacey Abrams,57,29,3,0,25
Tattnall,Shiloh,Governor,,Dem,Stacey Abrams,99,65,6,0,28
Tattnall,Cobbtown,Governor,,Lib,Shane Hazel,5,1,0,0,4
Tattnall,Collins,Governor,,Lib,Shane Hazel,6,3,1,0,2
Tattnall,District II,Governor,,Lib,Shane Hazel,6,1,1,0,4
Tattnall,District IV,Governor,,Lib,Shane Hazel,7,3,0,0,4
Tattnall,District V,Governor,,Lib,Shane Hazel,3,1,0,0,2
Tattnall,East Glennville,Governor,,Lib,Shane Hazel,13,5,2,0,6
Tattnall,Manassas,Governor,,Lib,Shane Hazel,2,0,0,0,2
Tattnall,Shiloh,Governor,,Lib,Shane Hazel,3,1,0,0,2
Tattnall,Cobbtown,Lieutenant Governor,,Rep,Burt Jones,341,113,12,0,216
Tattnall,Collins,Lieutenant Governor,,Rep,Burt Jones,664,340,21,0,303
Tattnall,District II,Lieutenant Governor,,Rep,Burt Jones,789,535,13,1,240
Tattnall,District IV,Lieutenant Governor,,Rep,Burt Jones,1071,639,34,0,398
Tattnall,District V,Lieutenant Governor,,Rep,Burt Jones,556,231,11,0,314
