county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Troup,,United States Senator,,REP,MARY KAY BACALLAO,641,26,415,197,3
Troup,HOLLIS HAND,United States Senator,,REP,MARY KAY BACALLAO,97,8,56,32,1
Troup,ADMINISTRATION BLDG,United States Senator,,REP,MARY KAY BACALLAO,27,1,22,4,0
Troup,HAMMETT RD,United States Senator,,REP,MARY KAY BACALLAO,43,7,21,15,0
Troup,GRIGGS CENTER,United States Senator,,REP,MARY KAY BACALLAO,4,1,1,2,0
Troup,WEST POINT,United States Senator,,REP,MARY KAY BACALLAO,14,0,11,3,0
Troup,HOGANSVILLE,United States Senator,,REP,MARY KAY BACALLAO,42,1,32,8,1
Troup,EAST VERNON,United States Senator,,REP,MARY KAY BACALLAO,65,0,39,26,0
Troup,ROSEMONT,United States Senator,,REP,MARY KAY BACALLAO,87,2,54,31,0
Troup,MOUNTVILLE,United States Senator,,REP,MARY KAY BACALLAO,20,0,15,5,0
Troup,MCLENDON,United States Senator,,REP,MARY KAY BACALLAO,58,1,43,14,0
Troup,LONG CANE,United States Senator,,REP,MARY KAY BACALLAO,75,1,56,18,0
Troup,GARDNER NEWMAN,United States Senator,,REP,MARY KAY BACALLAO,31,0,13,18,0
Troup,GRAY HILL,United States Senator,,REP,MARY KAY BACALLAO,25,0,18,7,0
Troup,HIGHLAND,United States Senator,,REP,MARY KAY BACALLAO,7,0,4,3,0
Troup,NORTHSIDE,United States Senator,,REP,MARY KAY BACALLAO,46,4,30,11,1
Troup,,United States Senator,,REP,DERRICK GRAYSON,807,24,565,213,5
Troup,HOLLIS HAND,United States Senator,,REP,DERRICK GRAYSON,69,9,33,26,1
Troup,ADMINISTRATION BLDG,United States Senator,,REP,DERRICK GRAYSON,35,3,19,13,0
Troup,HAMMETT RD,United States Senator,,REP,DERRICK GRAYSON,48,2,24,21,1
Troup,GRIGGS CENTER,United States Senator,,REP,DERRICK GRAYSON,0,0,0,0,0
Troup,WEST POINT,United States Senator,,REP,DERRICK GRAYSON,23,0,20,3,0
Troup,HOGANSVILLE,United States Senator,,REP,DERRICK GRAYSON,44,3,35,5,1
Troup,EAST VERNON,United States Senator,,REP,DERRICK GRAYSON,94,2,64,28,0
Troup,ROSEMONT,United States Senator,,REP,DERRICK GRAYSON,121,0,101,20,0
Troup,MOUNTVILLE,United States Senator,,REP,DERRICK GRAYSON,39,1,29,9,0
Troup,MCLENDON,United States Senator,,REP,DERRICK GRAYSON,87,2,56,29,0
Troup,LONG CANE,United States Senator,,REP,DERRICK GRAYSON,94,0,75,17,2
Troup,GARDNER NEWMAN,United States Senator,,REP,DERRICK GRAYSON,34,0,24,10,0
Troup,GRAY HILL,United States Senator,,REP,DERRICK GRAYSON,47,0,39,8,0
Troup,HIGHLAND,United States Senator,,REP,DERRICK GRAYSON,27,2,15,10,0
Troup,NORTHSIDE,United States Senator,,REP,DERRICK GRAYSON,45,0,31,14,0
Troup,,United States Senator,,REP,JOHNNY ISAKSON (I),4957,217,3165,1569,6
Troup,HOLLIS HAND,United States Senator,,REP,JOHNNY ISAKSON (I),935,42,526,366,1
Troup,ADMINISTRATION BLDG,United States Senator,,REP,JOHNNY ISAKSON (I),160,19,77,63,1
Troup,HAMMETT RD,United States Senator,,REP,JOHNNY ISAKSON (I),277,27,154,96,0
Troup,GRIGGS CENTER,United States Senator,,REP,JOHNNY ISAKSON (I),16,2,2,12,0
Troup,WEST POINT,United States Senator,,REP,JOHNNY ISAKSON (I),101,1,83,17,0
Troup,HOGANSVILLE,United States Senator,,REP,JOHNNY ISAKSON (I),234,18,174,39,3
Troup,EAST VERNON,United States Senator,,REP,JOHNNY ISAKSON (I),490,18,326,146,0
Troup,ROSEMONT,United States Senator,,REP,JOHNNY ISAKSON (I),608,25,421,162,0
Troup,MOUNTVILLE,United States Senator,,REP,JOHNNY ISAKSON (I),211,7,143,60,1
Troup,MCLENDON,United States Senator,,REP,JOHNNY ISAKSON (I),480,7,301,172,0
Troup,LONG CANE,United States Senator,,REP,JOHNNY ISAKSON (I),538,16,364,158,0
Troup,GARDNER NEWMAN,United States Senator,,REP,JOHNNY ISAKSON (I),177,11,109,57,0
Troup,GRAY HILL,United States Senator,,REP,JOHNNY ISAKSON (I),227,9,182,36,0
Troup,HIGHLAND,United States Senator,,REP,JOHNNY ISAKSON (I),88,4,53,31,0
Troup,NORTHSIDE,United States Senator,,REP,JOHNNY ISAKSON (I),415,11,250,154,0
Troup,,United States Senator,,DEM,JIM BARKSDALE,526,32,361,132,1
Troup,HOLLIS HAND,United States Senator,,DEM,JIM BARKSDALE,26,0,15,10,1
Troup,ADMINISTRATION BLDG,United States Senator,,DEM,JIM BARKSDALE,47,3,32,12,0
Troup,HAMMETT RD,United States Senator,,DEM,JIM BARKSDALE,70,2,48,20,0
Troup,GRIGGS CENTER,United States Senator,,DEM,JIM BARKSDALE,70,8,40,22,0
Troup,WEST POINT,United States Senator,,DEM,JIM BARKSDALE,28,2,24,2,0
Troup,HOGANSVILLE,United States Senator,,DEM,JIM BARKSDALE,47,6,38,3,0
