county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Appling,1A,U.S. House,12,Republican,LEE ANDERSON,17,2,2,0
Appling,1A,U.S. House,12,Republican,RICK ALLEN,12,2,0,0
Appling,1A1,U.S. House,12,Republican,LEE ANDERSON,32,1,0,0
Appling,1A1,U.S. House,12,Republican,RICK ALLEN,18,0,5,0
Appling,1B,U.S. House,12,Republican,LEE ANDERSON,75,14,12,0
Appling,1B,U.S. House,12,Republican,RICK ALLEN,37,8,4,0
Appling,1C,U.S. House,12,Republican,LEE ANDERSON,51,5,3,0
Appling,1C,U.S. House,12,Republican,RICK ALLEN,18,1,5,0
Appling,1D,U.S. House,12,Republican,LEE ANDERSON,6,0,0,0
Appling,1D,U.S. House,12,Republican,RICK ALLEN,4,0,2,0
Appling,2,U.S. House,12,Republican,LEE ANDERSON,36,3,5,0
Appling,2,U.S. House,12,Republican,RICK ALLEN,29,0,3,0
Appling,3A,U.S. House,12,Republican,LEE ANDERSON,60,5,3,0
Appling,3A,U.S. House,12,Republican,RICK ALLEN,36,2,1,0
Appling,3B,U.S. House,12,Republican,LEE ANDERSON,13,4,3,0
Appling,3B,U.S. House,12,Republican,RICK ALLEN,24,6,3,0
Appling,3C,U.S. House,12,Republican,LEE ANDERSON,105,32,10,0
Appling,3C,U.S. House,12,Republican,RICK ALLEN,93,23,13,0
Appling,4A,U.S. House,12,Republican,LEE ANDERSON,59,2,1,0
Appling,4A,U.S. House,12,Republican,RICK ALLEN,23,0,0,0
Appling,4B,U.S. House,12,Republican,LEE ANDERSON,75,18,4,0
Appling,4B,U.S. House,12,Republican,RICK ALLEN,52,4,4,0
Appling,4C,U.S. House,12,Republican,LEE ANDERSON,65,12,4,0
Appling,4C,U.S. House,12,Republican,RICK ALLEN,36,6,1,0
Appling,4D,U.S. House,12,Republican,LEE ANDERSON,93,21,7,0
Appling,4D,U.S. House,12,Republican,RICK ALLEN,72,13,3,0
Appling,5A,U.S. House,12,Republican,LEE ANDERSON,65,4,10,0
Appling,5A,U.S. House,12,Republican,RICK ALLEN,66,12,5,0
Appling,5B,U.S. House,12,Republican,LEE ANDERSON,16,6,5,0
Appling,5B,U.S. House,12,Republican,RICK ALLEN,30,6,3,0
Appling,5C,U.S. House,12,Republican,LEE ANDERSON,43,0,0,0
Appling,5C,U.S. House,12,Republican,RICK ALLEN,12,3,1,0
Baker,Anna,U.S. House,2,Republican,JOHN HOUSE,0,0,0,0
Baker,Anna,U.S. House,2,Republican,RICK ALLEN,0,0,0,0
Baker,Elmodel,U.S. House,2,Republican,JOHN HOUSE,1,0,0,0
Baker,Elmodel,U.S. House,2,Republican,RICK ALLEN,1,0,0,0
Baker,Hoggard Mill,U.S. House,2,Republican,JOHN HOUSE,0,0,0,0
Baker,Hoggard Mill,U.S. House,2,Republican,RICK ALLEN,0,0,0,0
Baker,Milford,U.S. House,2,Republican,JOHN HOUSE,0,0,0,0
Baker,Milford,U.S. House,2,Republican,RICK ALLEN,0,0,0,0
Baker,Newton,U.S. House,2,Republican,JOHN HOUSE,0,1,0,0
Baker,Newton,U.S. House,2,Republican,RICK ALLEN,0,2,0,0
Banks,Anderson,State House,28,Republican,DAN GASAWAY,236,41,3,0
Banks,Anderson,State House,28,Republican,JON HEFFER,57,2,2,0
Banks,Anderson,U.S. House,9,Republican,DOUG COLLINS,157,21,4,0
Banks,Anderson,U.S. House,9,Republican,MARTHA ZOLLER,138,21,1,0
Banks,Baldwin,State House,28,Republican,DAN GASAWAY,116,7,7,0
Banks,Baldwin,State House,28,Republican,JON HEFFER,42,5,4,0
Banks,Baldwin,U.S. House,9,Republican,DOUG COLLINS,102,6,9,0
Banks,Baldwin,U.S. House,9,Republican,MARTHA ZOLLER,59,6,2,0
Banks,Berlin,State House,28,Republican,DAN GASAWAY,78,17,0,0
Banks,Berlin,State House,28,Republican,JON HEFFER,25,4,0,0
Banks,Berlin,U.S. House,9,Republican,DOUG COLLINS,67,15,0,0
Banks,Berlin,U.S. House,9,Republican,MARTHA ZOLLER,37,7,0,0
Banks,Bushville,State House,28,Republican,DAN GASAWAY,126,22,4,0
