county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional,
Appling,4A,"U.S. Representative, District 12",12,REP,LEE ANDERSON,62,1,59,2,0,
Appling,4B,"U.S. Representative, District 12",12,REP,LEE ANDERSON,97,4,75,18,0,
Appling,4C,"U.S. Representative, District 12",12,REP,LEE ANDERSON,81,4,65,12,0,
Appling,4D,"U.S. Representative, District 12",12,REP,LEE ANDERSON,121,7,93,21,0,
Appling,5A,"U.S. Representative, District 12",12,REP,LEE ANDERSON,79,10,65,4,0,
Appling,5B,"U.S. Representative, District 12",12,REP,LEE ANDERSON,27,5,16,6,0,
Appling,5C,"U.S. Representative, District 12",12,REP,LEE ANDERSON,43,0,43,0,0,
Appling,,"CC, D4", D4 - R,,CORBETT BOWEN,262,14,211,37,0,
Appling,4A,"CC, D4", D4 - R,,CORBETT BOWEN,28,1,26,1,0,
Appling,4B,"CC, D4", D4 - R,,CORBETT BOWEN,50,4,38,8,0,
Appling,4C,"CC, D4", D4 - R,,CORBETT BOWEN,71,3,59,9,0,
Appling,4D,"CC, D4", D4 - R,,CORBETT BOWEN,113,6,88,19,0,
Appling,,"CC, D4", D4 - R,,RONALD H. RENTZ ,328,10,276,42,0,
Appling,4A,"CC, D4", D4 - R,,RONALD H. RENTZ ,59,0,58,1,0,
Appling,4B,"CC, D4", D4 - R,,RONALD H. RENTZ ,111,4,92,15,0,
Appling,4C,"CC, D4", D4 - R,,RONALD H. RENTZ ,56,2,44,10,0,
Appling,4D,"CC, D4", D4 - R,,RONALD H. RENTZ ,102,4,82,16,0,
Appling,,BOE, D5,,CHAD HUTCHINSON,157,19,123,15,0,
Appling,5A,BOE, D5,,CHAD HUTCHINSON,101,15,74,12,0,
Appling,5B,BOE, D5,,CHAD HUTCHINSON,29,4,22,3,0,
Appling,5C,BOE, D5,,CHAD HUTCHINSON,27,0,27,0,0,
Appling,,BOE, D5,,CINDY TOMBERLIN,213,18,169,26,0,
Appling,5A,BOE, D5,,CINDY TOMBERLIN,104,8,86,10,0,
Appling,5B,BOE, D5,,CINDY TOMBERLIN,61,9,42,10,0,
Appling,5C,BOE, D5,,CINDY TOMBERLIN,48,1,41,6,0,
Appling,,"CC, D3", D3 - (S.E.),,DARYL L. EDWARDS,363,29,266,68,0,
Appling,3A,"CC, D3", D3 - (S.E.),,DARYL L. EDWARDS,84,0,73,11,0,
Appling,3B,"CC, D3", D3 - (S.E.),,DARYL L. EDWARDS,66,8,49,9,0,
Appling,3C,"CC, D3", D3 - (S.E.),,DARYL L. EDWARDS,213,21,144,48,0,
Appling,,"CC, D3", D3 - (S.E.),,JANE W. TOMBERLIN,259,28,203,28,0,
Appling,3A,"CC, D3", D3 - (S.E.),,JANE W. TOMBERLIN,62,5,55,2,0,
Appling,3B,"CC, D3", D3 - (S.E.),,JANE W. TOMBERLIN,49,7,36,6,0,
Appling,3C,"CC, D3", D3 - (S.E.),,JANE W. TOMBERLIN,148,16,112,20,0,
Bacon,,"CC, D5", D5 - R,,BROUGHTON LEE ,83,1,42,40,0,
Bacon,Douglas,"CC, D5", D5 - R,,BROUGHTON LEE ,46,0,20,26,0,
Bacon,Ware,"CC, D5", D5 - R,,BROUGHTON LEE ,37,1,22,14,0,
Bacon,,"CC, D5", D5 - R,,LARRY SMITH,148,12,86,50,0,
Bacon,Douglas,"CC, D5", D5 - R,,LARRY SMITH,62,8,25,29,0,
Bacon,Ware,"CC, D5", D5 - R,,LARRY SMITH,86,4,61,21,0,
Baker,,"U.S. Representative, District 2",2,REP,RICK ALLEN,3,0,1,2,0,
Baker,Anna,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Baker,Elmodel,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Baker,Hoggard Mill,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Baker,Milford,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Baker,Newton,"U.S. Representative, District 2",2,REP,RICK ALLEN,2,0,0,2,0,
Baker,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,2,0,1,1,0,
Baker,Anna,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Baker,Elmodel,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,0,1,0,0,
Baker,Hoggard Mill,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Baker,Milford,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Baker,Newton,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,0,0,1,0,
Baker,,SHERIFF,,,DANA MEADE ,696,178,306,211,1,
Baker,Anna,SHERIFF,,,DANA MEADE ,27,9,14,3,1,
Baker,Elmodel,SHERIFF,,,DANA MEADE ,130,28,64,38,0,
Baker,Hoggard Mill,SHERIFF,,,DANA MEADE ,102,27,52,23,0,
Baker,Milford,SHERIFF,,,DANA MEADE ,80,24,47,9,0,
Baker,Newton,SHERIFF,,,DANA MEADE ,357,90,129,138,0,
Baker,,SHERIFF,,,TIM WILLIAMSON,657,75,385,195,2,
Baker,Anna,SHERIFF,,,TIM WILLIAMSON,63,4,49,8,2,
Baker,Elmodel,SHERIFF,,,TIM WILLIAMSON,112,11,62,39,0,
Baker,Hoggard Mill,SHERIFF,,,TIM WILLIAMSON,60,8,40,12,0,
Baker,Milford,SHERIFF,,,TIM WILLIAMSON,125,19,90,16,0,
Baker,Newton,SHERIFF,,,TIM WILLIAMSON,297,33,144,120,0,
Baldwin,,County Comm 2,,,TOMMY LEE FRENCH JR.,298,22,230,46,0,
Baldwin,South Milledgeville,County Comm 2,,,TOMMY LEE FRENCH JR.,14,1,7,6,0,
Baldwin,City Hall Annex,County Comm 2,,,TOMMY LEE FRENCH JR.,9,0,7,2,0,
Baldwin,Courthouse,County Comm 2,,,TOMMY LEE FRENCH JR.,4,0,3,1,0,
Baldwin,Scottsboro,County Comm 2,,,TOMMY LEE FRENCH JR.,6,2,4,0,0,
Baldwin,East Hardwick,County Comm 2,,,TOMMY LEE FRENCH JR.,18,2,14,2,0,
Baldwin,West Hardwick,County Comm 2,,,TOMMY LEE FRENCH JR.,235,17,183,35,0,
Baldwin,Coopers,County Comm 2,,,TOMMY LEE FRENCH JR.,12,0,12,0,0,
Baldwin,,County Comm 2,,,LINDA D. FUSSELL ,150,10,113,27,0,
Baldwin,South Milledgeville,County Comm 2,,,LINDA D. FUSSELL ,14,5,7,2,0,
Baldwin,City Hall Annex,County Comm 2,,,LINDA D. FUSSELL ,0,0,0,0,0,
Baldwin,Courthouse,County Comm 2,,,LINDA D. FUSSELL ,1,0,0,1,0,
Baldwin,Scottsboro,County Comm 2,,,LINDA D. FUSSELL ,2,0,1,1,0,
Baldwin,East Hardwick,County Comm 2,,,LINDA D. FUSSELL ,12,0,11,1,0,
Baldwin,West Hardwick,County Comm 2,,,LINDA D. FUSSELL ,113,5,87,21,0,
Baldwin,Coopers,County Comm 2,,,LINDA D. FUSSELL ,8,0,7,1,0,
Banks,,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1978,55,1599,324,0,
Banks,Anderson,"U.S. Representative, District 9",9,REP,DOUG COLLINS,182,4,157,21,0,
Banks,Baldwin,"U.S. Representative, District 9",9,REP,DOUG COLLINS,117,9,102,6,0,
Banks,Berlin,"U.S. Representative, District 9",9,REP,DOUG COLLINS,82,0,67,15,0,
Banks,Bushville,"U.S. Representative, District 9",9,REP,DOUG COLLINS,115,5,91,19,0,
Banks,Columbia,"U.S. Representative, District 9",9,REP,DOUG COLLINS,61,1,58,2,0,
Banks,Davids,"U.S. Representative, District 9",9,REP,DOUG COLLINS,236,7,200,29,0,
Banks,Golden Hill,"U.S. Representative, District 9",9,REP,DOUG COLLINS,112,2,98,12,0,
Banks,Grove River,"U.S. Representative, District 9",9,REP,DOUG COLLINS,154,9,128,17,0,
Banks,Hollingsworth,"U.S. Representative, District 9",9,REP,DOUG COLLINS,120,1,103,16,0,
Banks,Homer,"U.S. Representative, District 9",9,REP,DOUG COLLINS,272,5,185,82,0,
Banks,Poplar Springs,"U.S. Representative, District 9",9,REP,DOUG COLLINS,271,8,209,54,0,
Banks,Washington,"U.S. Representative, District 9",9,REP,DOUG COLLINS,132,2,106,24,0,
Banks,Wilmonts,"U.S. Representative, District 9",9,REP,DOUG COLLINS,124,2,95,27,0,
Banks,,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1245,38,1011,196,0,
Banks,Anderson,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,160,1,138,21,0,
Banks,Baldwin,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,67,2,59,6,0,
Banks,Berlin,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,44,0,37,7,0,
Banks,Bushville,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,90,4,70,16,0,
Banks,Columbia,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,45,6,36,3,0,
Banks,Davids,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,143,2,125,16,0,
Banks,Golden Hill,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,78,2,72,4,0,
Banks,Grove River,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,54,2,48,4,0,
Banks,Hollingsworth,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,66,1,55,10,0,
Banks,Homer,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,175,3,114,58,0,
Banks,Poplar Springs,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,175,11,136,28,0,
Banks,Washington,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,88,4,68,16,0,
Banks,Wilmonts,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,60,0,53,7,0,
Banks,,"State Representative, District 28",28,REP,DAN GASAWAY,2394,56,1954,384,0,
Banks,Anderson,"State Representative, District 28",28,REP,DAN GASAWAY,280,3,236,41,0,
Banks,Baldwin,"State Representative, District 28",28,REP,DAN GASAWAY,130,7,116,7,0,
Banks,Berlin,"State Representative, District 28",28,REP,DAN GASAWAY,95,0,78,17,0,
Banks,Bushville,"State Representative, District 28",28,REP,DAN GASAWAY,152,4,126,22,0,
Banks,Columbia,"State Representative, District 28",28,REP,DAN GASAWAY,78,4,70,4,0,
Banks,Davids,"State Representative, District 28",28,REP,DAN GASAWAY,293,5,255,33,0,
Banks,Golden Hill,"State Representative, District 28",28,REP,DAN GASAWAY,119,1,107,11,0,
Banks,Grove River,"State Representative, District 28",28,REP,DAN GASAWAY,144,6,127,11,0,
Banks,Hollingsworth,"State Representative, District 28",28,REP,DAN GASAWAY,150,1,132,17,0,
Banks,Homer,"State Representative, District 28",28,REP,DAN GASAWAY,342,6,223,113,0,
Banks,Poplar Springs,"State Representative, District 28",28,REP,DAN GASAWAY,305,14,240,51,0,
Banks,Washington,"State Representative, District 28",28,REP,DAN GASAWAY,151,3,117,31,0,
Banks,Wilmonts,"State Representative, District 28",28,REP,DAN GASAWAY,155,2,127,26,0,
Banks,,"State Representative, District 28",28,REP,JON HEFFER,797,40,627,130,0,
Banks,Anderson,"State Representative, District 28",28,REP,JON HEFFER,61,2,57,2,0,
Banks,Baldwin,"State Representative, District 28",28,REP,JON HEFFER,51,4,42,5,0,
Banks,Berlin,"State Representative, District 28",28,REP,JON HEFFER,29,0,25,4,0,
Banks,Bushville,"State Representative, District 28",28,REP,JON HEFFER,59,5,39,15,0,
Banks,Columbia,"State Representative, District 28",28,REP,JON HEFFER,29,3,25,1,0,
Banks,Davids,"State Representative, District 28",28,REP,JON HEFFER,79,4,63,12,0,
Banks,Golden Hill,"State Representative, District 28",28,REP,JON HEFFER,62,3,54,5,0,
Banks,Grove River,"State Representative, District 28",28,REP,JON HEFFER,58,4,43,11,0,
Banks,Hollingsworth,"State Representative, District 28",28,REP,JON HEFFER,36,1,27,8,0,
Banks,Homer,"State Representative, District 28",28,REP,JON HEFFER,98,3,71,24,0,
Banks,Poplar Springs,"State Representative, District 28",28,REP,JON HEFFER,134,8,100,26,0,
Banks,Washington,"State Representative, District 28",28,REP,JON HEFFER,65,3,54,8,0,
Banks,Wilmonts,"State Representative, District 28",28,REP,JON HEFFER,36,0,27,9,0,
Banks,,Sheriff,,,CLINT MCCOY,1610,51,1285,274,0,
Banks,Anderson,Sheriff,,,CLINT MCCOY,203,5,163,35,0,
Banks,Baldwin,Sheriff,,,CLINT MCCOY,99,5,87,7,0,
Banks,Berlin,Sheriff,,,CLINT MCCOY,50,0,43,7,0,
Banks,Bushville,Sheriff,,,CLINT MCCOY,73,4,60,9,0,
Banks,Columbia,Sheriff,,,CLINT MCCOY,57,2,48,7,0,
Banks,Davids,Sheriff,,,CLINT MCCOY,223,4,197,22,0,
Banks,Golden Hill,Sheriff,,,CLINT MCCOY,92,1,82,9,0,
Banks,Grove River,Sheriff,,,CLINT MCCOY,117,6,95,16,0,
Banks,Hollingsworth,Sheriff,,,CLINT MCCOY,83,1,75,7,0,
Banks,Homer,Sheriff,,,CLINT MCCOY,187,4,111,72,0,
Banks,Poplar Springs,Sheriff,,,CLINT MCCOY,292,19,226,47,0,
Banks,Washington,Sheriff,,,CLINT MCCOY,69,0,50,19,0,
Banks,Wilmonts,Sheriff,,,CLINT MCCOY,65,0,48,17,0,
Banks,,Sheriff,,,CARLTON SPEED,1758,47,1430,281,0,
Banks,Anderson,Sheriff,,,CARLTON SPEED,162,0,148,14,0,
Banks,Baldwin,Sheriff,,,CARLTON SPEED,87,6,76,5,0,
Banks,Berlin,Sheriff,,,CARLTON SPEED,78,0,62,16,0,
Banks,Bushville,Sheriff,,,CARLTON SPEED,152,5,117,30,0,
Banks,Columbia,Sheriff,,,CARLTON SPEED,56,5,51,0,0,
Banks,Davids,Sheriff,,,CARLTON SPEED,169,5,137,27,0,
Banks,Golden Hill,Sheriff,,,CARLTON SPEED,97,3,86,8,0,
Banks,Grove River,Sheriff,,,CARLTON SPEED,95,5,84,6,0,
Banks,Hollingsworth,Sheriff,,,CARLTON SPEED,116,1,93,22,0,
Banks,Homer,Sheriff,,,CARLTON SPEED,277,6,200,71,0,
Banks,Poplar Springs,Sheriff,,,CARLTON SPEED,165,3,128,34,0,
Banks,Washington,Sheriff,,,CARLTON SPEED,167,6,137,24,0,
Banks,Wilmonts,Sheriff,,,CARLTON SPEED,137,2,111,24,0,
Banks,,County Comm Chair,,,JIMMY HOOPER,1780,43,1402,335,0,
Banks,Anderson,County Comm Chair,,,JIMMY HOOPER,237,0,207,30,0,
Banks,Baldwin,County Comm Chair,,,JIMMY HOOPER,105,9,86,10,0,
Banks,Berlin,County Comm Chair,,,JIMMY HOOPER,60,0,49,11,0,
Banks,Bushville,County Comm Chair,,,JIMMY HOOPER,125,2,97,26,0,
Banks,Columbia,County Comm Chair,,,JIMMY HOOPER,44,3,39,2,0,
Banks,Davids,County Comm Chair,,,JIMMY HOOPER,217,7,183,27,0,
Banks,Golden Hill,County Comm Chair,,,JIMMY HOOPER,113,0,100,13,0,
Banks,Grove River,County Comm Chair,,,JIMMY HOOPER,103,6,87,10,0,
Banks,Hollingsworth,County Comm Chair,,,JIMMY HOOPER,86,2,66,18,0,
Banks,Homer,County Comm Chair,,,JIMMY HOOPER,262,6,159,97,0,
Banks,Poplar Springs,County Comm Chair,,,JIMMY HOOPER,221,5,162,54,0,
Banks,Washington,County Comm Chair,,,JIMMY HOOPER,117,2,100,15,0,
Banks,Wilmonts,County Comm Chair,,,JIMMY HOOPER,90,1,67,22,0,
Banks,,County Comm Chair,,,ERNEST W. ROGERS,1501,52,1247,202,0,
Banks,Anderson,County Comm Chair,,,ERNEST W. ROGERS,118,3,97,18,0,
Banks,Baldwin,County Comm Chair,,,ERNEST W. ROGERS,73,2,70,1,0,
Banks,Berlin,County Comm Chair,,,ERNEST W. ROGERS,67,0,55,12,0,
Banks,Bushville,County Comm Chair,,,ERNEST W. ROGERS,91,6,75,10,0,
Banks,Columbia,County Comm Chair,,,ERNEST W. ROGERS,63,4,55,4,0,
Banks,Davids,County Comm Chair,,,ERNEST W. ROGERS,167,2,143,22,0,
Banks,Golden Hill,County Comm Chair,,,ERNEST W. ROGERS,74,4,67,3,0,
Banks,Grove River,County Comm Chair,,,ERNEST W. ROGERS,105,5,88,12,0,
Banks,Hollingsworth,County Comm Chair,,,ERNEST W. ROGERS,103,0,94,9,0,
Banks,Homer,County Comm Chair,,,ERNEST W. ROGERS,196,4,147,45,0,
Banks,Poplar Springs,County Comm Chair,,,ERNEST W. ROGERS,224,17,183,24,0,
Banks,Washington,County Comm Chair,,,ERNEST W. ROGERS,112,4,85,23,0,
Banks,Wilmonts,County Comm Chair,,,ERNEST W. ROGERS,108,1,88,19,0,
Bartow,,TAX COMMISSIONER,,,VICKI BECK,3086,110,2345,631,0,
Bartow,ADAIRSVILLE,TAX COMMISSIONER,,,VICKI BECK,181,12,161,8,0,
Bartow,ALLATOONA,TAX COMMISSIONER,,,VICKI BECK,74,2,64,8,0,
Bartow,CARTERSVILLE EAST,TAX COMMISSIONER,,,VICKI BECK,349,15,220,114,0,
Bartow,CARTERSVILLE WEST,TAX COMMISSIONER,,,VICKI BECK,449,19,308,122,0,
Bartow,BEAVERS DRIVE,TAX COMMISSIONER,,,VICKI BECK,279,4,220,55,0,
Bartow,CENTER,TAX COMMISSIONER,,,VICKI BECK,190,8,149,33,0,
Bartow,EMERSON,TAX COMMISSIONER,,,VICKI BECK,137,4,96,37,0,
Bartow,EUHARLEE,TAX COMMISSIONER,,,VICKI BECK,128,0,120,8,0,
Bartow,FOLSOM,TAX COMMISSIONER,,,VICKI BECK,70,2,56,12,0,
Bartow,KINGSTON,TAX COMMISSIONER,,,VICKI BECK,98,6,75,17,0,
Bartow,MISSION ROAD,TAX COMMISSIONER,,,VICKI BECK,277,9,213,55,0,
Bartow,PINE LOG,TAX COMMISSIONER,,,VICKI BECK,133,2,116,15,0,
Bartow,TAYLORSVILLE,TAX COMMISSIONER,,,VICKI BECK,132,3,116,13,0,
Bartow,WHITE,TAX COMMISSIONER,,,VICKI BECK,139,2,119,18,0,
Bartow,ZENA DRIVE,TAX COMMISSIONER,,,VICKI BECK,176,8,123,45,0,
Bartow,CASSVILLE,TAX COMMISSIONER,,,VICKI BECK,212,14,142,56,0,
Bartow,WOODLAND HIGH,TAX COMMISSIONER,,,VICKI BECK,62,0,47,15,0,
Bartow,,TAX COMMISSIONER,,,STEVE STEWART,5377,151,3951,1272,3,
Bartow,ADAIRSVILLE,TAX COMMISSIONER,,,STEVE STEWART,404,17,342,45,0,
Bartow,ALLATOONA,TAX COMMISSIONER,,,STEVE STEWART,99,2,87,10,0,
Bartow,CARTERSVILLE EAST,TAX COMMISSIONER,,,STEVE STEWART,604,16,375,213,0,
Bartow,CARTERSVILLE WEST,TAX COMMISSIONER,,,STEVE STEWART,784,21,513,250,0,
Bartow,BEAVERS DRIVE,TAX COMMISSIONER,,,STEVE STEWART,464,6,355,103,0,
Bartow,CENTER,TAX COMMISSIONER,,,STEVE STEWART,311,7,263,41,0,
Bartow,EMERSON,TAX COMMISSIONER,,,STEVE STEWART,165,5,118,42,0,
Bartow,EUHARLEE,TAX COMMISSIONER,,,STEVE STEWART,233,0,192,41,0,
Bartow,FOLSOM,TAX COMMISSIONER,,,STEVE STEWART,131,2,117,11,1,
Bartow,KINGSTON,TAX COMMISSIONER,,,STEVE STEWART,186,2,152,32,0,
Bartow,MISSION ROAD,TAX COMMISSIONER,,,STEVE STEWART,519,8,351,158,2,
Bartow,PINE LOG,TAX COMMISSIONER,,,STEVE STEWART,248,6,195,47,0,
Bartow,TAYLORSVILLE,TAX COMMISSIONER,,,STEVE STEWART,265,7,224,34,0,
Bartow,WHITE,TAX COMMISSIONER,,,STEVE STEWART,241,9,199,33,0,
Bartow,ZENA DRIVE,TAX COMMISSIONER,,,STEVE STEWART,314,23,199,92,0,
Bartow,CASSVILLE,TAX COMMISSIONER,,,STEVE STEWART,317,19,193,105,0,
Bartow,WOODLAND HIGH,TAX COMMISSIONER,,,STEVE STEWART,92,1,76,15,0,
Bartow,,"CC, SOLE", SOLE - R,,MIKE BEARDEN,3405,108,2658,639,0,
Bartow,ADAIRSVILLE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,264,15,243,6,0,
Bartow,ALLATOONA,"CC, SOLE", SOLE - R,,MIKE BEARDEN,156,5,143,8,0,
Bartow,CARTERSVILLE EAST,"CC, SOLE", SOLE - R,,MIKE BEARDEN,329,12,214,103,0,
Bartow,CARTERSVILLE WEST,"CC, SOLE", SOLE - R,,MIKE BEARDEN,453,14,310,129,0,
Bartow,BEAVERS DRIVE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,376,5,295,76,0,
Bartow,CENTER,"CC, SOLE", SOLE - R,,MIKE BEARDEN,224,9,193,22,0,
Bartow,EMERSON,"CC, SOLE", SOLE - R,,MIKE BEARDEN,114,3,80,31,0,
Bartow,EUHARLEE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,134,0,126,8,0,
Bartow,FOLSOM,"CC, SOLE", SOLE - R,,MIKE BEARDEN,85,3,68,14,0,
Bartow,KINGSTON,"CC, SOLE", SOLE - R,,MIKE BEARDEN,104,4,78,22,0,
Bartow,MISSION ROAD,"CC, SOLE", SOLE - R,,MIKE BEARDEN,275,4,203,68,0,
Bartow,PINE LOG,"CC, SOLE", SOLE - R,,MIKE BEARDEN,110,0,97,13,0,
Bartow,TAYLORSVILLE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,147,6,123,18,0,
Bartow,WHITE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,154,3,135,16,0,
Bartow,ZENA DRIVE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,194,12,141,41,0,
Bartow,CASSVILLE,"CC, SOLE", SOLE - R,,MIKE BEARDEN,219,12,154,53,0,
Bartow,WOODLAND HIGH,"CC, SOLE", SOLE - R,,MIKE BEARDEN,67,1,55,11,0,
Bartow,,"CC, SOLE", SOLE - R,,STEVE TAYLOR,5215,158,3771,1283,3,
Bartow,ADAIRSVILLE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,335,16,271,48,0,
Bartow,ALLATOONA,"CC, SOLE", SOLE - R,,STEVE TAYLOR,43,1,32,10,0,
Bartow,CARTERSVILLE EAST,"CC, SOLE", SOLE - R,,STEVE TAYLOR,627,19,385,223,0,
Bartow,CARTERSVILLE WEST,"CC, SOLE", SOLE - R,,STEVE TAYLOR,798,27,525,246,0,
Bartow,BEAVERS DRIVE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,382,5,293,84,0,
Bartow,CENTER,"CC, SOLE", SOLE - R,,STEVE TAYLOR,289,6,229,54,0,
Bartow,EMERSON,"CC, SOLE", SOLE - R,,STEVE TAYLOR,194,6,138,50,0,
Bartow,EUHARLEE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,235,0,194,41,0,
Bartow,FOLSOM,"CC, SOLE", SOLE - R,,STEVE TAYLOR,120,1,107,11,1,
Bartow,KINGSTON,"CC, SOLE", SOLE - R,,STEVE TAYLOR,187,4,155,28,0,
Bartow,MISSION ROAD,"CC, SOLE", SOLE - R,,STEVE TAYLOR,532,13,370,147,2,
Bartow,PINE LOG,"CC, SOLE", SOLE - R,,STEVE TAYLOR,286,8,227,51,0,
Bartow,TAYLORSVILLE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,254,4,220,30,0,
Bartow,WHITE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,234,8,190,36,0,
Bartow,ZENA DRIVE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,298,19,182,97,0,
Bartow,CASSVILLE,"CC, SOLE", SOLE - R,,STEVE TAYLOR,313,21,184,108,0,
Bartow,WOODLAND HIGH,"CC, SOLE", SOLE - R,,STEVE TAYLOR,88,0,69,19,0,
Bibb,,"U.S. Representative, District 2",2,REP,RICK ALLEN,405,40,310,54,1,
Bibb,EAST MACON 1 - COUNTY,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Bibb,EAST MACON 1 - CITY,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Bibb,EAST MACON 2,"U.S. Representative, District 2",2,REP,RICK ALLEN,3,2,1,0,0,
Bibb,EAST MACON 3,"U.S. Representative, District 2",2,REP,RICK ALLEN,7,1,6,0,0,
Bibb,EAST MACON 4 - COUNTY,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Bibb,EAST MACON 4 - CITY,"U.S. Representative, District 2",2,REP,RICK ALLEN,26,0,21,5,0,
Bibb,EAST MACON 5 - COUNTY,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,0,1,0,
Bibb,EAST MACON 5 - CITY,"U.S. Representative, District 2",2,REP,RICK ALLEN,2,0,2,0,0,
Bibb,EAST MACON 6,"U.S. Representative, District 2",2,REP,RICK ALLEN,12,2,10,0,0,
Bibb,GODFREY 1,"U.S. Representative, District 2",2,REP,RICK ALLEN,7,0,5,2,0,
Bibb,GODFREY 2,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Bibb,GODFREY 3,"U.S. Representative, District 2",2,REP,RICK ALLEN,3,1,1,1,0,
