county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Muscogee,,President of the United States,,R,MITT ROMNEY,27510,2183,13121,12180,26
Muscogee,WYNNTON,President of the United States,,R,MITT ROMNEY,755,76,352,327,0
Muscogee,CARVER/MACK,President of the United States,,R,MITT ROMNEY,67,5,24,38,0
Muscogee,ST JOHN/BELVEDERE,President of the United States,,R,MITT ROMNEY,182,25,61,95,1
Muscogee,BRITT DAVID BAPT CH,President of the United States,,R,MITT ROMNEY,941,67,543,329,2
Muscogee,ST PETER U. M. C.,President of the United States,,R,MITT ROMNEY,1398,97,670,630,1
Muscogee,CORNERSTONE CHURCH,President of the United States,,R,MITT ROMNEY,1976,98,1106,771,1
Muscogee,NORTHSIDE BAPTIST,President of the United States,,R,MITT ROMNEY,765,57,480,228,0
Muscogee,ST. MARK/HEIFERHORN,President of the United States,,R,MITT ROMNEY,2458,118,1147,1192,1
Muscogee,WYNNBROOK,President of the United States,,R,MITT ROMNEY,2031,245,748,1038,0
Muscogee,CUSSETA RD,President of the United States,,R,MITT ROMNEY,107,9,38,60,0
Muscogee,MUSCOGEE/SPENCER,President of the United States,,R,MITT ROMNEY,212,30,110,72,0
Muscogee,EDDY/KEY,President of the United States,,R,MITT ROMNEY,374,44,241,87,2
Muscogee,MT. PILGRIM,President of the United States,,R,MITT ROMNEY,115,10,62,43,0
Muscogee,FAITH TABERNACLE,President of the United States,,R,MITT ROMNEY,198,26,89,83,0
Muscogee,FORT/WADDELL,President of the United States,,R,MITT ROMNEY,625,94,299,231,1
Muscogee,ROTHSCHILD,President of the United States,,R,MITT ROMNEY,433,41,199,191,2
Muscogee,EDGEWOOD BAPTIST,President of the United States,,R,MITT ROMNEY,648,61,351,234,2
Muscogee,GENTIAN/REESE @LDS,President of the United States,,R,MITT ROMNEY,1755,189,834,728,4
Muscogee,MOON/MORNINGSIDE,President of the United States,,R,MITT ROMNEY,2106,139,895,1072,0
Muscogee,ST. ANDREWS/MIDLAND,President of the United States,,R,MITT ROMNEY,2599,162,1184,1250,3
Muscogee,PSALMOND/MATHEWS,President of the United States,,R,MITT ROMNEY,2406,127,1039,1240,0
Muscogee,BLACKMON,President of the United States,,R,MITT ROMNEY,1018,46,531,440,1
Muscogee,FIRST AFRICAN,President of the United States,,R,MITT ROMNEY,161,13,82,66,0
Muscogee,GALLOPS/HANNAN,President of the United States,,R,MITT ROMNEY,342,24,199,118,1
Muscogee,FOX RECREATIONAL CTR,President of the United States,,R,MITT ROMNEY,263,13,193,57,0
Muscogee,EPWORTH,President of the United States,,R,MITT ROMNEY,1343,148,720,473,2
Muscogee,ST PAUL U.M.C.,President of the United States,,R,MITT ROMNEY,2232,219,924,1087,2
Muscogee,,President of the United States,,D,BARACK OBAMA (I),42573,1999,18855,21645,74
Muscogee,WYNNTON,President of the United States,,D,BARACK OBAMA (I),2314,109,1136,1069,0
Muscogee,CARVER/MACK,President of the United States,,D,BARACK OBAMA (I),2502,142,862,1488,10
Muscogee,ST JOHN/BELVEDERE,President of the United States,,D,BARACK OBAMA (I),3274,183,1056,2026,9
Muscogee,BRITT DAVID BAPT CH,President of the United States,,D,BARACK OBAMA (I),503,29,298,176,0
Muscogee,ST PETER U. M. C.,President of the United States,,D,BARACK OBAMA (I),649,38,295,314,2
Muscogee,CORNERSTONE CHURCH,President of the United States,,D,BARACK OBAMA (I),934,40,468,424,2
Muscogee,NORTHSIDE BAPTIST,President of the United States,,D,BARACK OBAMA (I),431,19,271,141,0
Muscogee,ST. MARK/HEIFERHORN,President of the United States,,D,BARACK OBAMA (I),864,54,395,414,1
Muscogee,WYNNBROOK,President of the United States,,D,BARACK OBAMA (I),481,54,189,236,2
Muscogee,CUSSETA RD,President of the United States,,D,BARACK OBAMA (I),2897,115,1453,1322,7
Muscogee,MUSCOGEE/SPENCER,President of the United States,,D,BARACK OBAMA (I),2349,118,1209,1020,2
Muscogee,EDDY/KEY,President of the United States,,D,BARACK OBAMA (I),1597,53,939,601,4
Muscogee,MT. PILGRIM,President of the United States,,D,BARACK OBAMA (I),3207,192,1215,1794,6
Muscogee,FAITH TABERNACLE,President of the United States,,D,BARACK OBAMA (I),2644,92,1067,1477,8
Muscogee,FORT/WADDELL,President of the United States,,D,BARACK OBAMA (I),3078,151,1278,1644,5
Muscogee,ROTHSCHILD,President of the United States,,D,BARACK OBAMA (I),3440,91,1297,2048,4
Muscogee,EDGEWOOD BAPTIST,President of the United States,,D,BARACK OBAMA (I),1073,18,471,582,2
Muscogee,GENTIAN/REESE @LDS,President of the United States,,D,BARACK OBAMA (I),1309,70,609,628,2
Muscogee,MOON/MORNINGSIDE,President of the United States,,D,BARACK OBAMA (I),1001,51,495,455,0
Muscogee,ST. ANDREWS/MIDLAND,President of the United States,,D,BARACK OBAMA (I),1620,64,701,854,1
Muscogee,PSALMOND/MATHEWS,President of the United States,,D,BARACK OBAMA (I),1503,79,550,873,1
Muscogee,BLACKMON,President of the United States,,D,BARACK OBAMA (I),733,30,355,347,1
Muscogee,FIRST AFRICAN,President of the United States,,D,BARACK OBAMA (I),728,43,413,271,1
Muscogee,GALLOPS/HANNAN,President of the United States,,D,BARACK OBAMA (I),906,31,490,383,2
Muscogee,FOX RECREATIONAL CTR,President of the United States,,D,BARACK OBAMA (I),528,9,386,133,0
Muscogee,EPWORTH,President of the United States,,D,BARACK OBAMA (I),880,46,473,361,0
Muscogee,ST PAUL U.M.C.,President of the United States,,D,BARACK OBAMA (I),1128,78,484,564,2
Muscogee,,President of the United States,,L,GARY JOHNSON,484,22,329,132,1
Muscogee,WYNNTON,President of the United States,,L,GARY JOHNSON,16,2,9,5,0
Muscogee,CARVER/MACK,President of the United States,,L,GARY JOHNSON,0,0,0,0,0
Muscogee,ST JOHN/BELVEDERE,President of the United States,,L,GARY JOHNSON,7,0,5,2,0
Muscogee,BRITT DAVID BAPT CH,President of the United States,,L,GARY JOHNSON,21,0,16,5,0
Muscogee,ST PETER U. M. C.,President of the United States,,L,GARY JOHNSON,25,0,17,8,0
Muscogee,CORNERSTONE CHURCH,President of the United States,,L,GARY JOHNSON,21,3,14,4,0
Muscogee,NORTHSIDE BAPTIST,President of the United States,,L,GARY JOHNSON,18,1,11,6,0
Muscogee,ST. MARK/HEIFERHORN,President of the United States,,L,GARY JOHNSON,26,1,20,5,0
Muscogee,WYNNBROOK,President of the United States,,L,GARY JOHNSON,13,1,10,2,0
Muscogee,CUSSETA RD,President of the United States,,L,GARY JOHNSON,3,0,2,1,0
Muscogee,MUSCOGEE/SPENCER,President of the United States,,L,GARY JOHNSON,8,1,4,3,0
Muscogee,EDDY/KEY,President of the United States,,L,GARY JOHNSON,12,0,11,1,0
Muscogee,MT. PILGRIM,President of the United States,,L,GARY JOHNSON,11,0,4,7,0
Muscogee,FAITH TABERNACLE,President of the United States,,L,GARY JOHNSON,9,0,7,2,0
Muscogee,FORT/WADDELL,President of the United States,,L,GARY JOHNSON,17,1,13,3,0
Muscogee,ROTHSCHILD,President of the United States,,L,GARY JOHNSON,14,1,10,3,0
Muscogee,EDGEWOOD BAPTIST,President of the United States,,L,GARY JOHNSON,9,2,6,1,0
Muscogee,GENTIAN/REESE @LDS,President of the United States,,L,GARY JOHNSON,31,1,23,7,0
Muscogee,MOON/MORNINGSIDE,President of the United States,,L,GARY JOHNSON,46,2,33,11,0
Muscogee,ST. ANDREWS/MIDLAND,President of the United States,,L,GARY JOHNSON,36,1,19,16,0
Muscogee,PSALMOND/MATHEWS,President of the United States,,L,GARY JOHNSON,33,2,19,12,0
Muscogee,BLACKMON,President of the United States,,L,GARY JOHNSON,14,0,11,3,0
Muscogee,FIRST AFRICAN,President of the United States,,L,GARY JOHNSON,9,0,8,1,0
Muscogee,GALLOPS/HANNAN,President of the United States,,L,GARY JOHNSON,8,0,5,2,1
Muscogee,FOX RECREATIONAL CTR,President of the United States,,L,GARY JOHNSON,15,0,12,3,0
Muscogee,EPWORTH,President of the United States,,L,GARY JOHNSON,27,2,20,5,0
Muscogee,ST PAUL U.M.C.,President of the United States,,L,GARY JOHNSON,35,1,20,14,0
Muscogee,,"Public Service Commission, District 3",3,R,CHUCK EATON (I),25208,2057,11679,11448,24
Muscogee,WYNNTON,"Public Service Commission, District 3",3,R,CHUCK EATON (I),725,69,339,317,0
Muscogee,CARVER/MACK,"Public Service Commission, District 3",3,R,CHUCK EATON (I),137,8,45,84,0
Muscogee,ST JOHN/BELVEDERE,"Public Service Commission, District 3",3,R,CHUCK EATON (I),273,33,95,144,1
Muscogee,BRITT DAVID BAPT CH,"Public Service Commission, District 3",3,R,CHUCK EATON (I),786,53,455,276,2
Muscogee,ST PETER U. M. C.,"Public Service Commission, District 3",3,R,CHUCK EATON (I),1257,89,578,588,2
Muscogee,CORNERSTONE CHURCH,"Public Service Commission, District 3",3,R,CHUCK EATON (I),1733,89,955,687,2
Muscogee,NORTHSIDE BAPTIST,"Public Service Commission, District 3",3,R,CHUCK EATON (I),619,50,373,196,0
Muscogee,ST. MARK/HEIFERHORN,"Public Service Commission, District 3",3,R,CHUCK EATON (I),2204,107,1004,1092,1
Muscogee,WYNNBROOK,"Public Service Commission, District 3",3,R,CHUCK EATON (I),1856,234,666,956,0
Muscogee,CUSSETA RD,"Public Service Commission, District 3",3,R,CHUCK EATON (I),191,11,89,91,0
Muscogee,MUSCOGEE/SPENCER,"Public Service Commission, District 3",3,R,CHUCK EATON (I),242,20,127,95,0
Muscogee,EDDY/KEY,"Public Service Commission, District 3",3,R,CHUCK EATON (I),363,41,225,95,2
Muscogee,MT. PILGRIM,"Public Service Commission, District 3",3,R,CHUCK EATON (I),219,21,95,103,0
Muscogee,FAITH TABERNACLE,"Public Service Commission, District 3",3,R,CHUCK EATON (I),247,29,97,120,1
Muscogee,FORT/WADDELL,"Public Service Commission, District 3",3,R,CHUCK EATON (I),630,86,292,251,1
Muscogee,ROTHSCHILD,"Public Service Commission, District 3",3,R,CHUCK EATON (I),450,40,198,211,1
