county,office,district,party,candidate,votes
,State House,47,Democrat,Valerie Edwards,941
,State House,47,Democrat,Pat Gardner,3494
,State House,47,Democrat,"Tom Kemp, III",843
,State House,47,Democrat,William C. Phillips,139
,State House,47,Democrat,Jeff Richards,263
,State House,47,Democrat,Seymour Shaye ,75
,State House,47,Democrat,Bob Silvia,516
,State House,47,Republican,Bob Whitelaw,1506
,State House,139,Democrat,"Harold M. Edwards, Jr.",2521
,State House,139,Republican,Larry O'Neal,4178
